Vardas	Pavarde	ND1	ND2	ND3	Egz.
Vardas27963	Pavarde27963	9	10	8	10
Vardas94518	Pavarde94518	9	8	10	10
Vardas317	Pavarde317	10	8	9	10
Vardas28011	Pavarde28011	7	10	10	10
Vardas95345	Pavarde95345	8	9	10	10
Vardas25666	Pavarde25666	9	9	9	10
Vardas29482	Pavarde29482	9	8	10	10
Vardas211	Pavarde211	9	8	10	10
Vardas31061	Pavarde31061	10	9	8	10
Vardas31077	Pavarde31077	9	10	8	10
Vardas12028	Pavarde12028	9	8	10	10
Vardas48098	Pavarde48098	10	9	8	10
Vardas67390	Pavarde67390	10	7	10	10
Vardas48478	Pavarde48478	10	9	8	10
Vardas47386	Pavarde47386	9	8	10	10
Vardas18730	Pavarde18730	9	8	10	10
Vardas49507	Pavarde49507	9	9	9	10
Vardas18798	Pavarde18798	8	9	10	10
Vardas49958	Pavarde49958	9	8	10	10
Vardas12283	Pavarde12283	10	7	10	10
Vardas49450	Pavarde49450	9	8	10	10
Vardas49377	Pavarde49377	9	8	10	10
Vardas49245	Pavarde49245	10	10	7	10
Vardas72521	Pavarde72521	9	9	9	10
Vardas45049	Pavarde45049	10	7	10	10
Vardas72013	Pavarde72013	9	8	10	10
Vardas20208	Pavarde20208	10	8	9	10
Vardas72108	Pavarde72108	9	9	9	10
Vardas72159	Pavarde72159	10	9	8	10
Vardas73485	Pavarde73485	10	8	9	10
Vardas44940	Pavarde44940	10	7	10	10
Vardas70384	Pavarde70384	9	10	8	10
Vardas11429	Pavarde11429	9	9	9	10
Vardas47207	Pavarde47207	8	9	10	10
Vardas11210	Pavarde11210	10	9	8	10
Vardas11257	Pavarde11257	10	7	10	10
Vardas19928	Pavarde19928	10	8	9	10
Vardas53856	Pavarde53856	9	8	10	10
Vardas53168	Pavarde53168	10	9	8	10
Vardas56718	Pavarde56718	10	10	7	10
Vardas55726	Pavarde55726	7	10	10	10
Vardas16351	Pavarde16351	10	9	8	10
Vardas16799	Pavarde16799	9	9	9	10
Vardas57593	Pavarde57593	8	9	10	10
Vardas63892	Pavarde63892	10	9	8	10
Vardas51448	Pavarde51448	9	9	9	10
Vardas63102	Pavarde63102	9	8	10	10
Vardas64735	Pavarde64735	10	9	8	10
Vardas50208	Pavarde50208	7	10	10	10
Vardas50756	Pavarde50756	7	10	10	10
Vardas64101	Pavarde64101	10	10	7	10
Vardas13330	Pavarde13330	10	10	7	10
Vardas61767	Pavarde61767	8	10	9	10
Vardas51901	Pavarde51901	8	10	9	10
Vardas62437	Pavarde62437	10	10	7	10
Vardas61935	Pavarde61935	9	8	10	10
Vardas62362	Pavarde62362	9	8	10	10
Vardas36553	Pavarde36553	9	10	8	10
Vardas35985	Pavarde35985	10	10	7	10
Vardas6061	Pavarde6061	8	10	9	10
Vardas83279	Pavarde83279	10	9	8	10
Vardas37161	Pavarde37161	9	8	10	10
Vardas84714	Pavarde84714	8	9	10	10
Vardas90406	Pavarde90406	10	8	9	10
Vardas3573	Pavarde3573	10	9	8	10
Vardas90955	Pavarde90955	9	10	8	10
Vardas24938	Pavarde24938	8	10	9	10
Vardas33034	Pavarde33034	9	9	9	10
Vardas24225	Pavarde24225	10	8	9	10
Vardas87665	Pavarde87665	9	9	9	10
Vardas35267	Pavarde35267	10	8	9	10
Vardas24095	Pavarde24095	7	10	10	10
Vardas89350	Pavarde89350	10	9	8	10
Vardas89470	Pavarde89470	10	9	8	10
Vardas89356	Pavarde89356	9	10	8	10
Vardas24390	Pavarde24390	7	10	10	10
Vardas4295	Pavarde4295	10	9	8	10
Vardas88683	Pavarde88683	9	10	8	10
Vardas77107	Pavarde77107	9	9	9	10
Vardas42085	Pavarde42085	7	10	10	10
Vardas77224	Pavarde77224	8	9	10	10
Vardas21327	Pavarde21327	10	8	9	10
Vardas41556	Pavarde41556	8	10	9	10
Vardas77777	Pavarde77777	9	10	8	10
Vardas9306	Pavarde9306	9	10	8	10
Vardas6927	Pavarde6927	9	8	10	10
Vardas7200	Pavarde7200	9	8	10	10
Vardas39680	Pavarde39680	9	8	10	10
Vardas6628	Pavarde6628	9	10	8	10
Vardas38881	Pavarde38881	9	10	8	10
Vardas7855	Pavarde7855	9	9	9	10
Vardas7747	Pavarde7747	9	10	8	10
Vardas41366	Pavarde41366	9	10	8	10
Vardas30062	Pavarde30062	10	6	10	10
Vardas95804	Pavarde95804	10	6	10	10
Vardas92089	Pavarde92089	9	9	8	10
Vardas93478	Pavarde93478	9	9	8	10
Vardas92007	Pavarde92007	10	6	10	10
Vardas28506	Pavarde28506	9	10	7	10
Vardas29892	Pavarde29892	7	10	9	10
Vardas2453	Pavarde2453	9	7	10	10
Vardas93642	Pavarde93642	7	10	9	10
Vardas95936	Pavarde95936	7	9	10	10
Vardas20	Pavarde20	10	6	10	10
Vardas98816	Pavarde98816	10	7	9	10
Vardas25485	Pavarde25485	7	10	9	10
Vardas28938	Pavarde28938	6	10	10	10
Vardas28068	Pavarde28068	8	10	8	10
Vardas93087	Pavarde93087	9	9	8	10
Vardas30943	Pavarde30943	9	9	8	10
Vardas94610	Pavarde94610	6	10	10	10
Vardas29130	Pavarde29130	9	10	7	10
Vardas29025	Pavarde29025	8	10	8	10
Vardas31916	Pavarde31916	7	10	9	10
Vardas95308	Pavarde95308	9	10	7	10
Vardas99589	Pavarde99589	10	6	10	10
Vardas95208	Pavarde95208	8	8	10	10
Vardas94031	Pavarde94031	9	10	7	10
Vardas29716	Pavarde29716	6	10	10	10
Vardas1722	Pavarde1722	9	9	8	10
Vardas32078	Pavarde32078	10	10	6	10
Vardas28896	Pavarde28896	10	6	10	10
Vardas31091	Pavarde31091	6	10	10	10
Vardas67995	Pavarde67995	8	8	10	10
Vardas48575	Pavarde48575	10	10	6	10
Vardas69310	Pavarde69310	10	10	6	10
Vardas69356	Pavarde69356	9	7	10	10
Vardas68985	Pavarde68985	10	9	7	10
Vardas65789	Pavarde65789	6	10	10	10
Vardas65652	Pavarde65652	10	10	6	10
Vardas67111	Pavarde67111	7	9	10	10
Vardas49370	Pavarde49370	10	10	6	10
Vardas10408	Pavarde10408	9	8	9	10
Vardas44556	Pavarde44556	6	10	10	10
Vardas44480	Pavarde44480	6	10	10	10
Vardas19741	Pavarde19741	10	6	10	10
Vardas46482	Pavarde46482	8	10	8	10
Vardas71092	Pavarde71092	9	8	9	10
Vardas59308	Pavarde59308	9	9	8	10
Vardas17031	Pavarde17031	8	10	8	10
Vardas59854	Pavarde59854	10	8	8	10
Vardas56898	Pavarde56898	9	8	9	10
Vardas56912	Pavarde56912	9	7	10	10
Vardas57017	Pavarde57017	10	7	9	10
Vardas16720	Pavarde16720	8	9	9	10
Vardas56196	Pavarde56196	9	9	8	10
Vardas15718	Pavarde15718	8	10	8	10
Vardas57953	Pavarde57953	10	6	10	10
Vardas55045	Pavarde55045	10	8	8	10
Vardas18229	Pavarde18229	10	6	10	10
Vardas63331	Pavarde63331	10	8	8	10
Vardas18440	Pavarde18440	7	10	9	10
Vardas50245	Pavarde50245	8	8	10	10
Vardas18265	Pavarde18265	9	9	8	10
Vardas61580	Pavarde61580	8	8	10	10
Vardas61648	Pavarde61648	10	7	9	10
Vardas62955	Pavarde62955	8	10	8	10
Vardas51703	Pavarde51703	10	10	6	10
Vardas52273	Pavarde52273	9	9	8	10
Vardas62064	Pavarde62064	7	9	10	10
Vardas52224	Pavarde52224	7	9	10	10
Vardas86168	Pavarde86168	6	10	10	10
Vardas36780	Pavarde36780	7	10	9	10
Vardas36625	Pavarde36625	8	9	9	10
Vardas35710	Pavarde35710	9	9	8	10
Vardas35634	Pavarde35634	10	10	6	10
Vardas23914	Pavarde23914	8	10	8	10
Vardas24049	Pavarde24049	8	9	9	10
Vardas35563	Pavarde35563	10	9	7	10
Vardas36044	Pavarde36044	8	10	8	10
Vardas23780	Pavarde23780	10	9	7	10
Vardas83746	Pavarde83746	6	10	10	10
Vardas23124	Pavarde23124	10	10	6	10
Vardas82941	Pavarde82941	8	8	10	10
Vardas23274	Pavarde23274	8	10	8	10
Vardas24782	Pavarde24782	8	10	8	10
Vardas33577	Pavarde33577	7	9	10	10
Vardas90300	Pavarde90300	8	10	8	10
Vardas90523	Pavarde90523	10	7	9	10
Vardas3882	Pavarde3882	10	6	10	10
Vardas33795	Pavarde33795	10	10	6	10
Vardas91402	Pavarde91402	9	10	7	10
Vardas88306	Pavarde88306	8	10	8	10
Vardas88151	Pavarde88151	9	8	9	10
Vardas88569	Pavarde88569	10	9	7	10
Vardas35039	Pavarde35039	7	10	9	10
Vardas4693	Pavarde4693	10	9	7	10
Vardas87702	Pavarde87702	9	7	10	10
Vardas4727	Pavarde4727	7	10	9	10
Vardas24534	Pavarde24534	10	6	10	10
Vardas34428	Pavarde34428	9	7	10	10
Vardas24423	Pavarde24423	9	7	10	10
Vardas42309	Pavarde42309	9	9	8	10
Vardas77117	Pavarde77117	7	9	10	10
Vardas77131	Pavarde77131	8	10	8	10
Vardas42411	Pavarde42411	7	9	10	10
Vardas8704	Pavarde8704	9	7	10	10
Vardas8568	Pavarde8568	10	9	7	10
Vardas8769	Pavarde8769	9	10	7	10
Vardas78060	Pavarde78060	9	8	9	10
Vardas21775	Pavarde21775	9	10	7	10
Vardas41491	Pavarde41491	6	10	10	10
Vardas41464	Pavarde41464	9	7	10	10
Vardas8457	Pavarde8457	10	7	9	10
Vardas77863	Pavarde77863	8	8	10	10
Vardas8342	Pavarde8342	7	9	10	10
Vardas43568	Pavarde43568	9	9	8	10
Vardas20971	Pavarde20971	9	7	10	10
Vardas9739	Pavarde9739	9	10	7	10
Vardas76163	Pavarde76163	10	8	8	10
Vardas42943	Pavarde42943	6	10	10	10
Vardas43410	Pavarde43410	6	10	10	10
Vardas43438	Pavarde43438	8	8	10	10
Vardas43508	Pavarde43508	7	9	10	10
Vardas21049	Pavarde21049	8	9	9	10
Vardas43240	Pavarde43240	7	10	9	10
Vardas81513	Pavarde81513	9	10	7	10
Vardas81124	Pavarde81124	8	8	10	10
Vardas38730	Pavarde38730	10	8	8	10
Vardas82250	Pavarde82250	8	9	9	10
Vardas82252	Pavarde82252	9	8	9	10
Vardas41372	Pavarde41372	9	7	10	10
Vardas22371	Pavarde22371	9	10	7	10
Vardas7300	Pavarde7300	9	8	9	10
Vardas3406	Pavarde3406	10	10	10	9
Vardas85929	Pavarde85929	10	10	10	9
Vardas25029	Pavarde25029	10	10	10	9
Vardas34944	Pavarde34944	10	10	10	9
Vardas99135	Pavarde99135	10	10	10	9
Vardas33788	Pavarde33788	10	10	10	9
Vardas34027	Pavarde34027	10	10	10	9
Vardas27456	Pavarde27456	10	10	10	9
Vardas20018	Pavarde20018	10	10	10	9
Vardas19860	Pavarde19860	10	10	10	9
Vardas94028	Pavarde94028	10	10	10	9
Vardas66543	Pavarde66543	10	10	10	9
Vardas28460	Pavarde28460	10	8	7	10
Vardas31309	Pavarde31309	6	9	10	10
Vardas31308	Pavarde31308	7	10	8	10
Vardas93847	Pavarde93847	5	10	10	10
Vardas93543	Pavarde93543	7	8	10	10
Vardas692	Pavarde692	5	10	10	10
Vardas96048	Pavarde96048	6	9	10	10
Vardas26172	Pavarde26172	10	7	8	10
Vardas30009	Pavarde30009	9	8	8	10
Vardas92071	Pavarde92071	5	10	10	10
Vardas95735	Pavarde95735	8	7	10	10
Vardas2462	Pavarde2462	7	8	10	10
Vardas32390	Pavarde32390	10	6	9	10
Vardas98098	Pavarde98098	10	10	5	10
Vardas97371	Pavarde97371	9	7	9	10
Vardas99196	Pavarde99196	10	7	8	10
Vardas96915	Pavarde96915	10	6	9	10
Vardas26493	Pavarde26493	10	10	5	10
Vardas99240	Pavarde99240	9	10	6	10
Vardas26995	Pavarde26995	10	7	8	10
Vardas92621	Pavarde92621	9	9	7	10
Vardas27893	Pavarde27893	9	8	8	10
Vardas98957	Pavarde98957	10	5	10	10
Vardas25462	Pavarde25462	10	7	8	10
Vardas1112	Pavarde1112	6	9	10	10
Vardas96941	Pavarde96941	9	10	6	10
Vardas99560	Pavarde99560	5	10	10	10
Vardas96358	Pavarde96358	7	9	9	10
Vardas1333	Pavarde1333	10	7	8	10
Vardas30358	Pavarde30358	9	9	7	10
Vardas27537	Pavarde27537	10	6	9	10
Vardas96375	Pavarde96375	9	7	9	10
Vardas30339	Pavarde30339	10	9	6	10
Vardas28676	Pavarde28676	6	9	10	10
Vardas28242	Pavarde28242	6	10	9	10
Vardas32285	Pavarde32285	9	8	8	10
Vardas95141	Pavarde95141	9	6	10	10
Vardas26306	Pavarde26306	9	10	6	10
Vardas68162	Pavarde68162	7	8	10	10
Vardas11877	Pavarde11877	5	10	10	10
Vardas11892	Pavarde11892	6	9	10	10
Vardas48585	Pavarde48585	8	9	8	10
Vardas67611	Pavarde67611	10	9	6	10
Vardas11573	Pavarde11573	8	9	8	10
Vardas19593	Pavarde19593	7	8	10	10
Vardas19663	Pavarde19663	8	7	10	10
Vardas69393	Pavarde69393	9	10	6	10
Vardas69407	Pavarde69407	5	10	10	10
Vardas47947	Pavarde47947	6	10	9	10
Vardas68961	Pavarde68961	5	10	10	10
Vardas68813	Pavarde68813	10	6	9	10
Vardas47730	Pavarde47730	9	9	7	10
Vardas65872	Pavarde65872	10	5	10	10
Vardas49648	Pavarde49648	6	10	9	10
Vardas49727	Pavarde49727	9	7	9	10
Vardas12742	Pavarde12742	10	9	6	10
Vardas13080	Pavarde13080	10	9	6	10
Vardas49890	Pavarde49890	10	6	9	10
Vardas65683	Pavarde65683	9	8	8	10
Vardas12416	Pavarde12416	10	10	5	10
Vardas48940	Pavarde48940	6	9	10	10
Vardas12394	Pavarde12394	10	6	9	10
Vardas12386	Pavarde12386	9	10	6	10
Vardas19068	Pavarde19068	7	10	8	10
Vardas67178	Pavarde67178	7	9	9	10
Vardas66421	Pavarde66421	5	10	10	10
Vardas49342	Pavarde49342	10	7	8	10
Vardas49348	Pavarde49348	9	8	8	10
Vardas12646	Pavarde12646	8	10	7	10
Vardas18971	Pavarde18971	10	7	8	10
Vardas45272	Pavarde45272	9	8	8	10
Vardas72615	Pavarde72615	6	9	10	10
Vardas10389	Pavarde10389	10	9	6	10
Vardas72427	Pavarde72427	10	9	6	10
Vardas72053	Pavarde72053	7	9	9	10
Vardas10652	Pavarde10652	10	5	10	10
Vardas45437	Pavarde45437	5	10	10	10
Vardas45633	Pavarde45633	8	10	7	10
Vardas10524	Pavarde10524	5	10	10	10
Vardas20268	Pavarde20268	7	8	10	10
Vardas10490	Pavarde10490	9	7	9	10
Vardas9952	Pavarde9952	8	10	7	10
Vardas73477	Pavarde73477	10	10	5	10
Vardas73533	Pavarde73533	7	10	8	10
Vardas73789	Pavarde73789	7	9	9	10
Vardas73838	Pavarde73838	10	7	8	10
Vardas44955	Pavarde44955	7	10	8	10
Vardas19691	Pavarde19691	8	10	7	10
Vardas46968	Pavarde46968	8	10	7	10
Vardas11289	Pavarde11289	6	10	9	10
Vardas70714	Pavarde70714	10	5	10	10
Vardas11018	Pavarde11018	9	8	8	10
Vardas59290	Pavarde59290	9	10	6	10
Vardas15372	Pavarde15372	6	10	9	10
Vardas17168	Pavarde17168	6	9	10	10
Vardas59524	Pavarde59524	9	10	6	10
Vardas59378	Pavarde59378	6	9	10	10
Vardas17071	Pavarde17071	9	9	7	10
Vardas54223	Pavarde54223	8	10	7	10
Vardas17152	Pavarde17152	6	9	10	10
Vardas17101	Pavarde17101	6	9	10	10
Vardas53313	Pavarde53313	8	7	10	10
Vardas53231	Pavarde53231	7	9	9	10
Vardas60276	Pavarde60276	10	7	8	10
Vardas17531	Pavarde17531	10	5	10	10
Vardas53717	Pavarde53717	10	10	5	10
Vardas17355	Pavarde17355	8	7	10	10
Vardas56820	Pavarde56820	7	8	10	10
Vardas16729	Pavarde16729	10	7	8	10
Vardas55458	Pavarde55458	10	6	9	10
Vardas56038	Pavarde56038	9	6	10	10
Vardas16552	Pavarde16552	10	9	6	10
Vardas54828	Pavarde54828	8	9	8	10
Vardas54851	Pavarde54851	8	8	9	10
Vardas58096	Pavarde58096	8	8	9	10
Vardas58100	Pavarde58100	10	7	8	10
Vardas54911	Pavarde54911	7	10	8	10
Vardas57328	Pavarde57328	9	10	6	10
Vardas13638	Pavarde13638	8	9	8	10
Vardas18093	Pavarde18093	8	8	9	10
Vardas63067	Pavarde63067	9	8	8	10
Vardas18110	Pavarde18110	8	9	8	10
Vardas51355	Pavarde51355	9	7	9	10
Vardas50423	Pavarde50423	9	10	6	10
Vardas50347	Pavarde50347	9	7	9	10
Vardas18313	Pavarde18313	8	10	7	10
Vardas64504	Pavarde64504	9	6	10	10
Vardas61617	Pavarde61617	9	9	7	10
Vardas14388	Pavarde14388	10	9	6	10
Vardas14430	Pavarde14430	10	6	9	10
Vardas61691	Pavarde61691	10	10	5	10
Vardas61055	Pavarde61055	5	10	10	10
Vardas14583	Pavarde14583	9	9	7	10
Vardas13982	Pavarde13982	10	8	7	10
Vardas62743	Pavarde62743	10	9	6	10
Vardas17769	Pavarde17769	10	6	9	10
Vardas52115	Pavarde52115	10	5	10	10
Vardas14211	Pavarde14211	7	9	9	10
Vardas52180	Pavarde52180	9	9	7	10
Vardas86072	Pavarde86072	10	6	9	10
Vardas23666	Pavarde23666	7	10	8	10
Vardas85571	Pavarde85571	5	10	10	10
Vardas5471	Pavarde5471	8	7	10	10
Vardas24027	Pavarde24027	10	5	10	10
Vardas5138	Pavarde5138	10	7	8	10
Vardas35925	Pavarde35925	8	9	8	10
Vardas83479	Pavarde83479	8	10	7	10
Vardas84042	Pavarde84042	10	9	6	10
Vardas6100	Pavarde6100	10	6	9	10
Vardas37845	Pavarde37845	9	10	6	10
Vardas83064	Pavarde83064	10	5	10	10
Vardas83106	Pavarde83106	10	5	10	10
Vardas38435	Pavarde38435	6	10	9	10
Vardas6315	Pavarde6315	9	8	8	10
Vardas5739	Pavarde5739	10	9	6	10
Vardas23379	Pavarde23379	7	10	8	10
Vardas84903	Pavarde84903	7	8	10	10
Vardas37618	Pavarde37618	8	8	9	10
Vardas84606	Pavarde84606	9	10	6	10
Vardas3825	Pavarde3825	9	8	8	10
Vardas33754	Pavarde33754	9	10	6	10
Vardas90080	Pavarde90080	8	8	9	10
Vardas33730	Pavarde33730	8	7	10	10
Vardas33696	Pavarde33696	10	6	9	10
Vardas91385	Pavarde91385	9	7	9	10
Vardas25149	Pavarde25149	8	10	7	10
Vardas24931	Pavarde24931	7	8	10	10
Vardas24891	Pavarde24891	9	9	7	10
Vardas33258	Pavarde33258	10	10	5	10
Vardas91121	Pavarde91121	8	9	8	10
Vardas88448	Pavarde88448	6	10	9	10
Vardas4734	Pavarde4734	7	9	9	10
Vardas4575	Pavarde4575	7	10	8	10
Vardas34185	Pavarde34185	6	9	10	10
Vardas34305	Pavarde34305	6	9	10	10
Vardas24579	Pavarde24579	9	7	9	10
Vardas4037	Pavarde4037	10	9	6	10
Vardas4281	Pavarde4281	10	5	10	10
Vardas21448	Pavarde21448	10	10	5	10
Vardas21458	Pavarde21458	5	10	10	10
Vardas42656	Pavarde42656	10	10	5	10
Vardas42689	Pavarde42689	7	10	8	10
Vardas21348	Pavarde21348	9	9	7	10
Vardas76593	Pavarde76593	8	8	9	10
Vardas41605	Pavarde41605	9	10	6	10
Vardas41653	Pavarde41653	7	10	8	10
Vardas78030	Pavarde78030	10	7	8	10
Vardas77653	Pavarde77653	9	6	10	10
Vardas77662	Pavarde77662	9	7	9	10
Vardas77534	Pavarde77534	9	9	7	10
Vardas9539	Pavarde9539	10	5	10	10
Vardas43824	Pavarde43824	9	9	7	10
Vardas74876	Pavarde74876	5	10	10	10
Vardas9771	Pavarde9771	6	10	9	10
Vardas9656	Pavarde9656	10	5	10	10
Vardas44098	Pavarde44098	10	9	6	10
Vardas75868	Pavarde75868	8	9	8	10
Vardas75767	Pavarde75767	10	5	10	10
Vardas76203	Pavarde76203	9	10	6	10
Vardas21266	Pavarde21266	10	8	7	10
Vardas76142	Pavarde76142	9	6	10	10
Vardas43531	Pavarde43531	7	10	8	10
Vardas75641	Pavarde75641	8	7	10	10
Vardas43221	Pavarde43221	9	7	9	10
Vardas21127	Pavarde21127	8	10	7	10
Vardas22654	Pavarde22654	7	9	9	10
Vardas6614	Pavarde6614	10	9	6	10
Vardas6583	Pavarde6583	9	7	9	10
Vardas81947	Pavarde81947	8	8	9	10
Vardas39094	Pavarde39094	10	9	6	10
Vardas82367	Pavarde82367	8	9	8	10
Vardas38802	Pavarde38802	7	8	10	10
Vardas6772	Pavarde6772	7	9	9	10
Vardas22079	Pavarde22079	6	9	10	10
Vardas8053	Pavarde8053	7	10	8	10
Vardas40262	Pavarde40262	6	9	10	10
Vardas80681	Pavarde80681	6	9	10	10
Vardas22304	Pavarde22304	6	9	10	10
Vardas80429	Pavarde80429	6	10	9	10
Vardas80435	Pavarde80435	10	6	9	10
Vardas40636	Pavarde40636	10	7	8	10
Vardas40627	Pavarde40627	8	8	9	10
Vardas91026	Pavarde91026	10	9	10	9
Vardas36457	Pavarde36457	10	10	9	9
Vardas56438	Pavarde56438	10	9	10	9
Vardas92540	Pavarde92540	10	10	9	9
Vardas34280	Pavarde34280	10	9	10	9
Vardas15138	Pavarde15138	9	10	10	9
Vardas93074	Pavarde93074	10	10	9	9
Vardas57465	Pavarde57465	10	10	9	9
Vardas61773	Pavarde61773	10	10	9	9
Vardas53148	Pavarde53148	10	9	10	9
Vardas98915	Pavarde98915	10	9	10	9
Vardas96612	Pavarde96612	10	10	9	9
Vardas71807	Pavarde71807	10	10	9	9
Vardas71800	Pavarde71800	10	9	10	9
Vardas30467	Pavarde30467	9	10	10	9
Vardas79009	Pavarde79009	10	10	9	9
Vardas96002	Pavarde96002	10	10	9	9
Vardas75061	Pavarde75061	10	9	10	9
Vardas43842	Pavarde43842	10	10	9	9
Vardas73282	Pavarde73282	9	10	10	9
Vardas29656	Pavarde29656	10	9	10	9
Vardas82072	Pavarde82072	10	9	10	9
Vardas83728	Pavarde83728	10	10	9	9
Vardas67018	Pavarde67018	10	9	10	9
Vardas26654	Pavarde26654	10	10	9	9
Vardas13020	Pavarde13020	10	9	10	9
Vardas97181	Pavarde97181	10	9	10	9
Vardas48395	Pavarde48395	10	9	10	9
Vardas30930	Pavarde30930	10	10	9	9
