Vardas	Pavarde	ND1	ND2	ND3	Egz.
Vardas249	Pavarde249	5	10	7	4
Vardas404	Pavarde404	9	5	4	4
Vardas690	Pavarde690	10	6	2	4
Vardas687	Pavarde687	9	8	10	4
Vardas242	Pavarde242	9	6	10	4
Vardas398	Pavarde398	4	6	3	4
Vardas679	Pavarde679	3	7	3	4
Vardas678	Pavarde678	9	9	6	4
Vardas124	Pavarde124	8	6	4	4
Vardas673	Pavarde673	4	5	3	4
Vardas466	Pavarde466	3	3	3	4
Vardas168	Pavarde168	2	7	7	4
Vardas217	Pavarde217	2	7	9	4
Vardas552	Pavarde552	8	4	8	4
Vardas551	Pavarde551	8	7	4	4
Vardas460	Pavarde460	5	9	8	4
Vardas535	Pavarde535	8	6	2	4
Vardas185	Pavarde185	4	6	9	4
Vardas523	Pavarde523	6	10	1	4
Vardas565	Pavarde565	2	2	2	4
Vardas522	Pavarde522	8	1	9	4
Vardas194	Pavarde194	7	8	9	4
Vardas471	Pavarde471	7	5	1	4
Vardas506	Pavarde506	3	10	1	4
Vardas211	Pavarde211	4	5	6	4
Vardas499	Pavarde499	8	7	4	4
Vardas496	Pavarde496	10	8	7	4
Vardas488	Pavarde488	6	7	1	4
Vardas593	Pavarde593	3	2	4	4
Vardas625	Pavarde625	6	7	7	4
Vardas141	Pavarde141	10	2	3	4
Vardas232	Pavarde232	5	4	2	4
Vardas618	Pavarde618	9	7	10	4
Vardas608	Pavarde608	10	2	2	4
Vardas149	Pavarde149	7	7	2	4
Vardas601	Pavarde601	5	2	6	4
Vardas153	Pavarde153	2	5	5	4
Vardas136	Pavarde136	9	5	3	4
Vardas591	Pavarde591	2	8	2	4
Vardas441	Pavarde441	2	7	3	4
Vardas585	Pavarde585	7	2	1	4
Vardas581	Pavarde581	6	10	7	4
Vardas221	Pavarde221	2	8	6	4
Vardas448	Pavarde448	6	3	9	4
Vardas449	Pavarde449	9	5	1	4
Vardas576	Pavarde576	3	8	7	4
Vardas302	Pavarde302	9	4	5	4
Vardas955	Pavarde955	2	3	4	4
Vardas801	Pavarde801	9	9	8	4
Vardas354	Pavarde354	4	2	9	4
Vardas943	Pavarde943	10	10	2	4
Vardas277	Pavarde277	10	1	4	4
Vardas62	Pavarde62	7	4	1	4
Vardas822	Pavarde822	9	7	2	4
Vardas67	Pavarde67	1	7	3	4
Vardas824	Pavarde824	8	9	5	4
Vardas332	Pavarde332	9	8	5	4
Vardas832	Pavarde832	5	6	5	4
Vardas896	Pavarde896	9	3	1	4
Vardas851	Pavarde851	3	1	9	4
Vardas917	Pavarde917	5	5	8	4
Vardas835	Pavarde835	9	7	4	4
Vardas72	Pavarde72	1	2	1	4
Vardas342	Pavarde342	4	6	7	4
Vardas51	Pavarde51	9	10	4	4
Vardas909	Pavarde909	8	3	4	4
Vardas293	Pavarde293	4	5	9	4
Vardas755	Pavarde755	5	8	3	4
Vardas57	Pavarde57	7	8	4	4
Vardas370	Pavarde370	7	3	10	4
Vardas886	Pavarde886	8	5	9	4
Vardas879	Pavarde879	5	2	1	4
Vardas877	Pavarde877	8	4	6	4
Vardas776	Pavarde776	2	10	4	4
Vardas363	Pavarde363	6	4	2	4
Vardas786	Pavarde786	10	6	6	4
Vardas13	Pavarde13	3	8	8	4
Vardas969	Pavarde969	1	9	6	4
Vardas796	Pavarde796	1	3	2	4
Vardas798	Pavarde798	8	4	4	4
Vardas358	Pavarde358	10	10	7	4
Vardas868	Pavarde868	7	1	6	4
Vardas19	Pavarde19	3	8	5	4
Vardas156	Pavarde156	7	3	10	5
Vardas892	Pavarde892	3	9	9	5
Vardas887	Pavarde887	4	9	7	5
Vardas577	Pavarde577	5	4	7	5
Vardas52	Pavarde52	9	4	8	5
Vardas883	Pavarde883	1	7	4	5
Vardas55	Pavarde55	1	4	9	5
Vardas49	Pavarde49	7	9	8	5
Vardas208	Pavarde208	7	7	1	5
Vardas949	Pavarde949	9	4	7	5
Vardas104	Pavarde104	2	10	1	5
Vardas641	Pavarde641	9	8	10	5
Vardas492	Pavarde492	3	9	8	5
Vardas4	Pavarde4	8	10	7	5
Vardas986	Pavarde986	4	6	4	5
Vardas984	Pavarde984	5	2	6	5
Vardas973	Pavarde973	7	7	7	5
Vardas966	Pavarde966	3	8	7	5
Vardas952	Pavarde952	10	1	4	5
Vardas45	Pavarde45	6	10	10	5
Vardas184	Pavarde184	3	7	7	5
Vardas938	Pavarde938	3	5	1	5
Vardas937	Pavarde937	7	5	5	5
Vardas28	Pavarde28	6	7	6	5
Vardas928	Pavarde928	8	10	7	5
Vardas926	Pavarde926	7	6	3	5
Vardas913	Pavarde913	10	1	9	5
Vardas910	Pavarde910	8	7	6	5
Vardas560	Pavarde560	4	3	5	5
Vardas86	Pavarde86	3	4	6	5
Vardas672	Pavarde672	9	2	9	5
Vardas821	Pavarde821	2	6	1	5
Vardas80	Pavarde80	10	1	10	5
Vardas677	Pavarde677	9	5	10	5
Vardas812	Pavarde812	9	3	7	5
Vardas800	Pavarde800	5	10	1	5
Vardas123	Pavarde123	9	9	1	5
Vardas122	Pavarde122	10	9	4	5
Vardas121	Pavarde121	6	1	9	5
Vardas685	Pavarde685	8	3	7	5
Vardas831	Pavarde831	6	4	7	5
Vardas792	Pavarde792	7	9	3	5
Vardas697	Pavarde697	3	6	6	5
Vardas716	Pavarde716	4	2	9	5
Vardas778	Pavarde778	6	10	3	5
Vardas92	Pavarde92	7	2	9	5
Vardas724	Pavarde724	8	1	5	5
Vardas94	Pavarde94	5	10	9	5
Vardas766	Pavarde766	7	2	2	5
Vardas741	Pavarde741	8	8	6	5
Vardas70	Pavarde70	4	8	8	5
Vardas596	Pavarde596	5	5	2	5
Vardas59	Pavarde59	9	7	5	5
Vardas873	Pavarde873	2	3	1	5
Vardas605	Pavarde605	4	10	3	5
Vardas147	Pavarde147	4	2	7	5
Vardas143	Pavarde143	5	6	7	5
Vardas850	Pavarde850	5	6	8	5
Vardas630	Pavarde630	10	7	8	5
Vardas631	Pavarde631	4	6	4	5
Vardas882	Pavarde882	7	4	5	5
Vardas848	Pavarde848	2	4	4	5
Vardas135	Pavarde135	1	6	1	5
Vardas134	Pavarde134	8	7	9	5
Vardas842	Pavarde842	7	6	7	5
Vardas838	Pavarde838	7	10	6	5
Vardas645	Pavarde645	8	8	4	5
Vardas127	Pavarde127	7	7	9	5
Vardas661	Pavarde661	6	3	5	5
Vardas667	Pavarde667	6	6	2	5
Vardas320	Pavarde320	7	8	7	5
Vardas369	Pavarde369	8	3	5	5
Vardas464	Pavarde464	10	1	1	5
Vardas263	Pavarde263	5	4	1	5
Vardas366	Pavarde366	1	5	8	5
Vardas386	Pavarde386	1	6	6	5
Vardas439	Pavarde439	8	8	2	5
Vardas435	Pavarde435	9	7	3	5
Vardas278	Pavarde278	3	9	1	5
Vardas406	Pavarde406	5	1	3	5
Vardas408	Pavarde408	7	8	5	5
Vardas411	Pavarde411	10	7	9	5
Vardas337	Pavarde337	10	3	6	5
Vardas216	Pavarde216	4	10	6	5
Vardas262	Pavarde262	7	1	9	5
Vardas379	Pavarde379	1	6	2	5
Vardas334	Pavarde334	1	3	8	5
Vardas333	Pavarde333	4	6	8	5
Vardas304	Pavarde304	8	2	3	5
Vardas479	Pavarde479	8	9	9	5
Vardas571	Pavarde571	8	4	9	6
Vardas569	Pavarde569	10	9	3	6
Vardas572	Pavarde572	1	9	10	6
Vardas555	Pavarde555	1	2	8	6
Vardas298	Pavarde298	9	7	2	6
Vardas733	Pavarde733	8	9	9	6
Vardas713	Pavarde713	4	8	6	6
Vardas219	Pavarde219	9	9	7	6
Vardas220	Pavarde220	6	2	7	6
Vardas387	Pavarde387	1	10	6	6
Vardas720	Pavarde720	2	5	7	6
Vardas109	Pavarde109	2	2	8	6
Vardas111	Pavarde111	6	6	7	6
Vardas567	Pavarde567	5	2	4	6
Vardas380	Pavarde380	6	9	9	6
Vardas725	Pavarde725	7	3	1	6
Vardas452	Pavarde452	10	9	6	6
Vardas941	Pavarde941	8	1	6	6
Vardas108	Pavarde108	9	1	2	6
Vardas562	Pavarde562	7	7	3	6
Vardas326	Pavarde326	8	3	7	6
Vardas21	Pavarde21	6	3	4	6
Vardas634	Pavarde634	7	2	3	6
Vardas859	Pavarde859	6	9	8	6
Vardas861	Pavarde861	3	2	2	6
Vardas140	Pavarde140	6	7	3	6
Vardas415	Pavarde415	7	3	6	6
Vardas854	Pavarde854	5	6	5	6
Vardas68	Pavarde68	9	4	1	6
Vardas131	Pavarde131	8	8	9	6
Vardas619	Pavarde619	7	8	5	6
Vardas145	Pavarde145	9	6	6	6
Vardas405	Pavarde405	1	3	10	6
Vardas17	Pavarde17	10	8	3	6
Vardas446	Pavarde446	4	9	5	6
Vardas844	Pavarde844	5	7	1	6
Vardas974	Pavarde974	9	3	4	6
Vardas871	Pavarde871	10	5	8	6
Vardas392	Pavarde392	9	1	10	6
Vardas688	Pavarde688	7	3	6	6
Vardas693	Pavarde693	4	2	4	6
Vardas920	Pavarde920	5	6	4	6
Vardas558	Pavarde558	1	1	6	6
Vardas702	Pavarde702	9	8	3	6
Vardas705	Pavarde705	9	1	8	6
Vardas345	Pavarde345	8	3	10	6
Vardas712	Pavarde712	7	8	5	6
Vardas781	Pavarde781	9	3	2	6
Vardas936	Pavarde936	6	7	9	6
Vardas26	Pavarde26	9	3	7	6
Vardas467	Pavarde467	1	9	5	6
Vardas826	Pavarde826	5	2	9	6
Vardas770	Pavarde770	5	5	5	6
Vardas517	Pavarde517	2	9	5	6
Vardas5	Pavarde5	7	4	9	6
Vardas364	Pavarde364	5	8	3	6
Vardas780	Pavarde780	1	8	8	6
Vardas44	Pavarde44	7	2	10	6
Vardas470	Pavarde470	7	6	2	6
Vardas276	Pavarde276	6	5	5	6
Vardas900	Pavarde900	5	5	4	6
Vardas782	Pavarde782	3	4	1	6
Vardas309	Pavarde309	8	1	9	6
Vardas256	Pavarde256	7	1	8	6
Vardas310	Pavarde310	5	8	2	6
Vardas203	Pavarde203	4	8	9	6
Vardas209	Pavarde209	5	7	5	6
Vardas811	Pavarde811	3	4	4	6
Vardas84	Pavarde84	3	6	4	6
Vardas311	Pavarde311	9	8	6	6
Vardas253	Pavarde253	8	10	6	6
Vardas530	Pavarde530	10	7	1	6
Vardas746	Pavarde746	6	7	10	6
Vardas286	Pavarde286	6	5	10	6
Vardas829	Pavarde829	8	7	1	6
Vardas307	Pavarde307	1	9	8	6
Vardas890	Pavarde890	10	2	6	6
Vardas959	Pavarde959	9	5	2	7
Vardas132	Pavarde132	7	7	2	7
Vardas129	Pavarde129	2	10	9	7
Vardas793	Pavarde793	8	8	3	7
Vardas654	Pavarde654	5	5	7	7
Vardas655	Pavarde655	10	4	10	7
Vardas257	Pavarde257	7	6	2	7
Vardas731	Pavarde731	4	9	7	7
Vardas958	Pavarde958	5	6	5	7
Vardas410	Pavarde410	9	5	10	7
Vardas663	Pavarde663	5	8	4	7
Vardas20	Pavarde20	10	6	1	7
Vardas78	Pavarde78	2	3	10	7
Vardas79	Pavarde79	4	2	4	7
Vardas106	Pavarde106	1	8	4	7
Vardas674	Pavarde674	6	6	4	7
Vardas82	Pavarde82	4	3	1	7
Vardas412	Pavarde412	5	1	7	7
Vardas355	Pavarde355	9	10	3	7
Vardas855	Pavarde855	9	2	7	7
Vardas260	Pavarde260	3	9	9	7
Vardas85	Pavarde85	2	1	2	7
Vardas377	Pavarde377	1	5	9	7
Vardas66	Pavarde66	4	4	1	7
Vardas810	Pavarde810	2	3	7	7
Vardas279	Pavarde279	6	2	6	7
Vardas736	Pavarde736	8	4	3	7
Vardas739	Pavarde739	2	3	3	7
Vardas777	Pavarde777	6	9	8	7
Vardas101	Pavarde101	1	5	7	7
Vardas372	Pavarde372	1	6	9	7
Vardas934	Pavarde934	9	7	1	7
Vardas98	Pavarde98	8	1	9	7
Vardas371	Pavarde371	7	1	1	7
Vardas752	Pavarde752	10	1	1	7
Vardas711	Pavarde711	4	3	6	7
Vardas76	Pavarde76	2	2	1	7
Vardas254	Pavarde254	10	10	1	7
Vardas110	Pavarde110	7	10	2	7
Vardas947	Pavarde947	2	6	3	7
Vardas91	Pavarde91	4	4	6	7
Vardas749	Pavarde749	2	4	5	7
Vardas774	Pavarde774	7	1	6	7
Vardas350	Pavarde350	3	1	6	7
Vardas747	Pavarde747	4	8	4	7
Vardas347	Pavarde347	5	1	1	7
Vardas393	Pavarde393	5	6	5	7
Vardas247	Pavarde247	7	8	1	7
Vardas843	Pavarde843	9	10	9	7
Vardas744	Pavarde744	8	4	5	7
Vardas743	Pavarde743	5	9	6	7
Vardas845	Pavarde845	4	6	4	7
Vardas83	Pavarde83	7	9	9	7
Vardas105	Pavarde105	4	10	6	7
Vardas730	Pavarde730	2	2	5	7
Vardas925	Pavarde925	10	10	3	7
Vardas940	Pavarde940	6	1	1	7
Vardas229	Pavarde229	6	2	2	7
Vardas885	Pavarde885	7	5	9	7
Vardas181	Pavarde181	2	4	4	7
Vardas515	Pavarde515	4	2	7	7
Vardas609	Pavarde609	7	4	1	7
Vardas9	Pavarde9	4	1	3	7
Vardas170	Pavarde170	4	8	9	7
Vardas518	Pavarde518	9	4	10	7
Vardas519	Pavarde519	7	10	4	7
Vardas869	Pavarde869	7	7	1	7
Vardas486	Pavarde486	6	1	5	7
Vardas606	Pavarde606	7	1	2	7
Vardas461	Pavarde461	10	2	3	7
Vardas456	Pavarde456	1	7	1	7
Vardas8	Pavarde8	4	4	4	7
Vardas225	Pavarde225	8	4	7	7
Vardas602	Pavarde602	8	2	9	7
Vardas985	Pavarde985	7	4	6	7
Vardas272	Pavarde272	3	9	2	7
Vardas223	Pavarde223	2	9	5	7
Vardas174	Pavarde174	5	7	3	7
Vardas183	Pavarde183	9	5	5	7
Vardas542	Pavarde542	8	4	5	7
Vardas226	Pavarde226	2	6	4	7
Vardas989	Pavarde989	3	8	7	7
Vardas621	Pavarde621	6	8	8	7
Vardas176	Pavarde176	1	3	10	7
Vardas500	Pavarde500	2	3	2	7
Vardas998	Pavarde998	8	5	9	7
