Vardas	Pavarde	ND1	ND2	ND3	Egz.
Vardas23051	Pavarde23051	5	9	5	4
Vardas81656	Pavarde81656	6	5	8	4
Vardas18867	Pavarde18867	1	3	6	6
Vardas76767	Pavarde76767	3	10	6	4
Vardas97317	Pavarde97317	7	7	5	4
Vardas81754	Pavarde81754	7	9	3	4
Vardas24172	Pavarde24172	8	8	3	4
Vardas50902	Pavarde50902	3	8	8	4
Vardas58738	Pavarde58738	5	7	7	4
Vardas33675	Pavarde33675	1	7	2	6
Vardas20956	Pavarde20956	10	10	8	2
Vardas27554	Pavarde27554	9	1	9	4
Vardas69020	Pavarde69020	8	9	2	4
Vardas155	Pavarde155	7	7	5	4
Vardas61784	Pavarde61784	9	4	6	4
Vardas20459	Pavarde20459	6	3	10	4
Vardas94906	Pavarde94906	6	9	4	4
Vardas81335	Pavarde81335	8	2	9	4
Vardas4568	Pavarde4568	2	10	7	4
Vardas88705	Pavarde88705	9	10	9	2
Vardas8621	Pavarde8621	3	9	7	4
Vardas22791	Pavarde22791	2	4	4	6
Vardas89380	Pavarde89380	9	6	4	4
Vardas97340	Pavarde97340	10	8	1	4
Vardas42288	Pavarde42288	10	7	2	4
Vardas83281	Pavarde83281	10	8	1	4
Vardas23338	Pavarde23338	5	4	1	6
Vardas75039	Pavarde75039	2	8	9	4
Vardas83277	Pavarde83277	4	5	10	4
Vardas51465	Pavarde51465	7	7	5	4
Vardas37335	Pavarde37335	3	5	2	6
Vardas957	Pavarde957	7	5	7	4
Vardas38684	Pavarde38684	3	6	1	6
Vardas87570	Pavarde87570	5	4	10	4
Vardas38234	Pavarde38234	3	6	10	4
Vardas85065	Pavarde85065	5	5	9	4
Vardas5686	Pavarde5686	8	3	8	4
Vardas17811	Pavarde17811	7	6	6	4
Vardas33050	Pavarde33050	6	9	4	4
Vardas28034	Pavarde28034	4	5	10	4
Vardas28827	Pavarde28827	10	9	9	2
Vardas58990	Pavarde58990	4	10	5	4
Vardas92395	Pavarde92395	8	5	6	4
Vardas19819	Pavarde19819	6	3	10	4
Vardas23936	Pavarde23936	10	2	7	4
Vardas52441	Pavarde52441	9	9	10	2
Vardas36365	Pavarde36365	9	9	1	4
Vardas70592	Pavarde70592	3	7	9	4
Vardas90868	Pavarde90868	6	4	9	4
Vardas33221	Pavarde33221	6	5	8	4
Vardas87050	Pavarde87050	10	4	5	4
Vardas74435	Pavarde74435	5	10	4	4
Vardas11945	Pavarde11945	4	6	9	4
Vardas78288	Pavarde78288	10	3	6	4
Vardas78154	Pavarde78154	9	9	1	4
Vardas46695	Pavarde46695	9	7	3	4
Vardas91717	Pavarde91717	3	7	9	4
Vardas5554	Pavarde5554	8	2	9	4
Vardas36142	Pavarde36142	3	7	9	4
Vardas37084	Pavarde37084	10	5	4	4
Vardas35733	Pavarde35733	6	9	4	4
Vardas37092	Pavarde37092	7	5	7	4
Vardas85053	Pavarde85053	2	10	7	4
Vardas48428	Pavarde48428	6	10	3	4
Vardas58820	Pavarde58820	7	5	7	4
Vardas64308	Pavarde64308	8	2	9	4
Vardas51744	Pavarde51744	9	10	9	2
Vardas13418	Pavarde13418	9	3	7	4
Vardas87116	Pavarde87116	2	8	9	4
Vardas98684	Pavarde98684	2	9	8	4
Vardas10862	Pavarde10862	9	4	6	4
Vardas71183	Pavarde71183	5	6	8	4
Vardas84946	Pavarde84946	4	10	5	4
Vardas84999	Pavarde84999	5	7	7	4
Vardas63945	Pavarde63945	4	7	8	4
Vardas74737	Pavarde74737	10	6	3	4
Vardas41832	Pavarde41832	7	2	10	4
Vardas60650	Pavarde60650	8	10	1	4
Vardas19301	Pavarde19301	8	3	8	4
Vardas26869	Pavarde26869	5	6	8	4
Vardas41817	Pavarde41817	1	9	9	4
Vardas21633	Pavarde21633	6	5	8	4
Vardas74765	Pavarde74765	8	2	9	4
Vardas53145	Pavarde53145	9	9	1	4
Vardas41874	Pavarde41874	7	5	7	4
Vardas77975	Pavarde77975	6	5	8	4
Vardas27801	Pavarde27801	9	9	10	2
Vardas17322	Pavarde17322	9	9	10	2
Vardas17491	Pavarde17491	7	2	10	4
Vardas58476	Pavarde58476	10	5	4	4
Vardas59108	Pavarde59108	9	4	6	4
Vardas58455	Pavarde58455	5	4	10	4
Vardas69254	Pavarde69254	3	8	8	4
Vardas69266	Pavarde69266	10	5	4	4
Vardas41619	Pavarde41619	9	6	4	4
Vardas98881	Pavarde98881	5	8	6	4
Vardas60591	Pavarde60591	2	9	8	4
Vardas74547	Pavarde74547	4	5	10	4
Vardas60596	Pavarde60596	10	1	8	4
Vardas17000	Pavarde17000	9	9	10	2
Vardas8223	Pavarde8223	2	7	10	4
Vardas21751	Pavarde21751	4	8	7	4
Vardas54473	Pavarde54473	10	10	8	2
Vardas16892	Pavarde16892	3	6	10	4
Vardas56415	Pavarde56415	4	9	6	4
Vardas91348	Pavarde91348	8	2	9	4
Vardas64379	Pavarde64379	1	8	10	4
Vardas52664	Pavarde52664	6	4	9	4
Vardas46386	Pavarde46386	4	7	8	4
Vardas78357	Pavarde78357	5	10	4	4
Vardas91143	Pavarde91143	1	10	8	4
Vardas60655	Pavarde60655	8	6	5	4
Vardas3341	Pavarde3341	6	10	3	4
Vardas84886	Pavarde84886	10	1	8	4
Vardas3527	Pavarde3527	6	6	7	4
Vardas84855	Pavarde84855	5	4	10	4
Vardas33531	Pavarde33531	8	4	7	4
Vardas27886	Pavarde27886	7	2	10	4
Vardas3660	Pavarde3660	10	4	5	4
Vardas33527	Pavarde33527	1	10	8	4
Vardas86545	Pavarde86545	10	1	8	4
Vardas54204	Pavarde54204	8	10	1	4
Vardas47998	Pavarde47998	8	6	5	4
Vardas33381	Pavarde33381	9	1	9	4
Vardas14178	Pavarde14178	1	10	8	4
Vardas59226	Pavarde59226	6	7	6	4
Vardas3613	Pavarde3613	6	8	5	4
Vardas32771	Pavarde32771	9	1	9	4
Vardas48399	Pavarde48399	2	8	9	4
Vardas99670	Pavarde99670	9	10	9	2
Vardas90562	Pavarde90562	3	10	6	4
Vardas86615	Pavarde86615	7	10	2	4
Vardas91628	Pavarde91628	4	9	6	4
Vardas68311	Pavarde68311	6	8	5	4
Vardas35659	Pavarde35659	3	9	7	4
Vardas5795	Pavarde5795	4	9	6	4
Vardas90659	Pavarde90659	1	10	8	4
Vardas87220	Pavarde87220	6	9	4	4
Vardas3636	Pavarde3636	8	1	10	4
Vardas5786	Pavarde5786	9	4	6	4
Vardas33475	Pavarde33475	9	9	1	4
Vardas84778	Pavarde84778	1	10	8	4
Vardas24863	Pavarde24863	8	7	4	4
Vardas90330	Pavarde90330	6	7	6	4
Vardas33357	Pavarde33357	10	6	3	4
Vardas68426	Pavarde68426	1	9	9	4
Vardas5716	Pavarde5716	4	9	6	4
Vardas90502	Pavarde90502	5	8	6	4
Vardas71204	Pavarde71204	7	6	6	4
Vardas56772	Pavarde56772	10	9	9	2
Vardas59215	Pavarde59215	6	9	4	4
Vardas90476	Pavarde90476	10	8	1	4
Vardas91766	Pavarde91766	7	6	6	4
Vardas62733	Pavarde62733	2	7	10	4
Vardas58851	Pavarde58851	7	9	3	4
Vardas23912	Pavarde23912	5	7	7	4
Vardas90751	Pavarde90751	3	9	7	4
Vardas98485	Pavarde98485	6	8	5	4
Vardas15858	Pavarde15858	4	8	7	4
Vardas534	Pavarde534	9	5	5	4
Vardas67751	Pavarde67751	6	7	6	4
Vardas23466	Pavarde23466	10	5	4	4
Vardas36934	Pavarde36934	8	9	2	4
Vardas35794	Pavarde35794	8	2	9	4
Vardas23462	Pavarde23462	3	10	6	4
Vardas85223	Pavarde85223	7	4	8	4
Vardas64512	Pavarde64512	5	9	5	4
Vardas86921	Pavarde86921	5	4	10	4
Vardas36210	Pavarde36210	10	4	5	4
Vardas32680	Pavarde32680	6	9	4	4
Vardas48413	Pavarde48413	9	9	1	4
Vardas51987	Pavarde51987	9	9	10	2
Vardas26595	Pavarde26595	10	10	8	2
Vardas35550	Pavarde35550	6	9	4	4
Vardas86015	Pavarde86015	3	8	8	4
Vardas48389	Pavarde48389	2	7	10	4
Vardas86022	Pavarde86022	5	7	7	4
Vardas12064	Pavarde12064	6	8	5	4
Vardas84454	Pavarde84454	6	3	10	4
Vardas17573	Pavarde17573	9	9	10	2
Vardas37316	Pavarde37316	7	3	9	4
Vardas48303	Pavarde48303	6	5	8	4
Vardas74671	Pavarde74671	6	8	5	4
Vardas71346	Pavarde71346	6	6	7	4
Vardas87296	Pavarde87296	8	1	10	4
Vardas48318	Pavarde48318	7	3	9	4
Vardas86574	Pavarde86574	7	6	6	4
Vardas86418	Pavarde86418	9	2	8	4
Vardas98627	Pavarde98627	6	10	3	4
Vardas90757	Pavarde90757	9	4	6	4
Vardas84575	Pavarde84575	3	9	7	4
Vardas89985	Pavarde89985	9	2	8	4
Vardas9115	Pavarde9115	1	9	9	4
Vardas47863	Pavarde47863	6	9	4	4
Vardas75876	Pavarde75876	10	8	1	4
Vardas91098	Pavarde91098	10	10	8	2
Vardas9205	Pavarde9205	8	6	5	4
Vardas58906	Pavarde58906	5	9	5	4
Vardas43199	Pavarde43199	4	5	10	4
Vardas5059	Pavarde5059	6	5	8	4
Vardas61125	Pavarde61125	8	4	7	4
Vardas9113	Pavarde9113	3	10	6	4
Vardas54387	Pavarde54387	4	9	6	4
Vardas33799	Pavarde33799	7	9	3	4
Vardas75653	Pavarde75653	5	10	4	4
Vardas9146	Pavarde9146	10	6	3	4
Vardas89833	Pavarde89833	7	2	10	4
Vardas62093	Pavarde62093	8	7	4	4
Vardas4798	Pavarde4798	2	8	9	4
Vardas62678	Pavarde62678	5	4	10	4
Vardas9243	Pavarde9243	7	4	8	4
Vardas35418	Pavarde35418	2	7	10	4
Vardas76632	Pavarde76632	9	7	3	4
Vardas58923	Pavarde58923	7	4	8	4
Vardas99883	Pavarde99883	6	10	3	4
Vardas42735	Pavarde42735	6	8	5	4
Vardas34890	Pavarde34890	7	6	6	4
Vardas70784	Pavarde70784	5	5	9	4
Vardas21053	Pavarde21053	8	4	7	4
Vardas11139	Pavarde11139	7	5	7	4
Vardas43280	Pavarde43280	3	8	8	4
Vardas42932	Pavarde42932	8	10	1	4
Vardas50267	Pavarde50267	10	10	8	2
Vardas75805	Pavarde75805	6	10	3	4
Vardas89944	Pavarde89944	9	4	6	4
Vardas43277	Pavarde43277	6	6	7	4
Vardas4783	Pavarde4783	5	8	6	4
Vardas33856	Pavarde33856	10	1	8	4
Vardas52854	Pavarde52854	1	8	10	4
Vardas231	Pavarde231	9	6	4	4
Vardas90086	Pavarde90086	8	3	8	4
Vardas35306	Pavarde35306	5	8	6	4
Vardas273	Pavarde273	3	9	7	4
Vardas90283	Pavarde90283	1	10	8	4
Vardas20338	Pavarde20338	4	4	2	6
Vardas49248	Pavarde49248	4	1	5	6
Vardas53056	Pavarde53056	8	6	5	4
Vardas77295	Pavarde77295	2	9	8	4
Vardas20112	Pavarde20112	9	4	6	4
Vardas74975	Pavarde74975	6	5	8	4
Vardas53046	Pavarde53046	3	9	7	4
Vardas52214	Pavarde52214	5	6	8	4
Vardas58151	Pavarde58151	6	6	7	4
Vardas33733	Pavarde33733	8	8	3	4
Vardas71576	Pavarde71576	8	7	4	4
Vardas58165	Pavarde58165	10	1	8	4
Vardas90055	Pavarde90055	7	3	9	4
Vardas43713	Pavarde43713	4	7	8	4
Vardas16874	Pavarde16874	1	8	1	6
Vardas45833	Pavarde45833	7	2	10	4
Vardas21215	Pavarde21215	10	8	1	4
Vardas27675	Pavarde27675	6	4	9	4
Vardas51096	Pavarde51096	8	10	10	2
Vardas42961	Pavarde42961	7	8	4	4
Vardas3836	Pavarde3836	5	4	10	4
Vardas50860	Pavarde50860	9	5	5	4
Vardas68718	Pavarde68718	9	7	3	4
Vardas33895	Pavarde33895	6	8	5	4
Vardas54715	Pavarde54715	8	3	8	4
Vardas87654	Pavarde87654	3	9	7	4
Vardas76551	Pavarde76551	3	6	10	4
Vardas45990	Pavarde45990	10	4	5	4
Vardas9456	Pavarde9456	5	9	5	4
Vardas18315	Pavarde18315	4	8	7	4
Vardas33906	Pavarde33906	6	3	1	6
Vardas19446	Pavarde19446	4	9	6	4
Vardas90181	Pavarde90181	3	7	9	4
Vardas47091	Pavarde47091	6	5	8	4
Vardas11795	Pavarde11795	7	2	10	4
Vardas22019	Pavarde22019	7	8	4	4
Vardas7883	Pavarde7883	8	6	5	4
Vardas48937	Pavarde48937	10	8	10	2
Vardas7888	Pavarde7888	5	6	8	4
Vardas79140	Pavarde79140	5	6	8	4
Vardas47556	Pavarde47556	4	6	9	4
Vardas74034	Pavarde74034	3	6	10	4
Vardas52601	Pavarde52601	6	5	8	4
Vardas4152	Pavarde4152	10	4	5	4
Vardas14071	Pavarde14071	5	7	7	4
Vardas79076	Pavarde79076	6	8	5	4
Vardas62622	Pavarde62622	8	1	10	4
Vardas53343	Pavarde53343	4	9	6	4
Vardas40815	Pavarde40815	6	4	9	4
Vardas36794	Pavarde36794	6	9	4	4
Vardas79471	Pavarde79471	2	7	10	4
Vardas88845	Pavarde88845	9	6	4	4
Vardas7824	Pavarde7824	8	1	10	4
Vardas58446	Pavarde58446	9	2	8	4
Vardas19606	Pavarde19606	9	5	5	4
Vardas88575	Pavarde88575	4	7	8	4
Vardas27406	Pavarde27406	3	6	10	4
Vardas11149	Pavarde11149	9	8	2	4
Vardas77923	Pavarde77923	9	2	8	4
Vardas51016	Pavarde51016	6	4	9	4
Vardas5034	Pavarde5034	9	4	6	4
Vardas10955	Pavarde10955	4	5	10	4
Vardas61500	Pavarde61500	9	7	3	4
Vardas74001	Pavarde74001	9	2	8	4
Vardas51010	Pavarde51010	4	7	8	4
Vardas56192	Pavarde56192	6	7	6	4
Vardas5038	Pavarde5038	7	8	4	4
Vardas44351	Pavarde44351	6	6	7	4
Vardas24461	Pavarde24461	7	2	10	4
Vardas27104	Pavarde27104	7	6	6	4
Vardas19595	Pavarde19595	6	5	8	4
Vardas73999	Pavarde73999	4	7	8	4
Vardas54591	Pavarde54591	3	10	6	4
Vardas22969	Pavarde22969	9	10	9	2
Vardas41137	Pavarde41137	5	9	5	4
Vardas34933	Pavarde34933	9	6	4	4
Vardas60404	Pavarde60404	6	4	9	4
Vardas17111	Pavarde17111	8	10	1	4
Vardas29688	Pavarde29688	9	9	10	2
Vardas36604	Pavarde36604	6	8	5	4
Vardas41112	Pavarde41112	2	10	7	4
Vardas13621	Pavarde13621	7	2	10	4
Vardas21869	Pavarde21869	2	8	9	4
Vardas74119	Pavarde74119	8	9	2	4
Vardas41287	Pavarde41287	3	10	6	4
Vardas41147	Pavarde41147	6	8	5	4
Vardas78862	Pavarde78862	9	1	9	4
Vardas8967	Pavarde8967	5	10	4	4
Vardas99977	Pavarde99977	10	8	1	4
Vardas88117	Pavarde88117	8	2	9	4
Vardas63884	Pavarde63884	8	2	9	4
Vardas9285	Pavarde9285	9	6	4	4
Vardas11509	Pavarde11509	2	7	10	4
Vardas76226	Pavarde76226	6	8	5	4
Vardas5384	Pavarde5384	7	6	6	4
Vardas79381	Pavarde79381	8	5	6	4
Vardas11164	Pavarde11164	9	5	5	4
Vardas15596	Pavarde15596	7	5	7	4
Vardas95937	Pavarde95937	9	9	10	2
Vardas4184	Pavarde4184	10	5	4	4
Vardas78714	Pavarde78714	5	5	9	4
Vardas62595	Pavarde62595	7	2	10	4
Vardas85820	Pavarde85820	9	9	1	4
Vardas44176	Pavarde44176	3	9	7	4
Vardas5914	Pavarde5914	5	4	10	4
Vardas34943	Pavarde34943	9	1	9	4
Vardas74190	Pavarde74190	1	8	10	4
Vardas44152	Pavarde44152	7	5	7	4
Vardas21826	Pavarde21826	4	8	7	4
Vardas13608	Pavarde13608	1	8	10	4
Vardas11440	Pavarde11440	9	3	7	4
Vardas88287	Pavarde88287	2	10	7	4
Vardas41348	Pavarde41348	7	10	2	4
Vardas96125	Pavarde96125	7	6	6	4
Vardas36	Pavarde36	5	2	3	6
Vardas63168	Pavarde63168	7	5	7	4
Vardas96819	Pavarde96819	5	5	9	4
Vardas19983	Pavarde19983	3	2	5	6
Vardas43929	Pavarde43929	4	4	2	6
Vardas29753	Pavarde29753	6	7	6	4
Vardas99062	Pavarde99062	4	4	2	6
Vardas44381	Pavarde44381	8	1	1	6
Vardas61656	Pavarde61656	6	3	10	4
Vardas99340	Pavarde99340	1	2	7	6
Vardas43922	Pavarde43922	2	2	6	6
Vardas79928	Pavarde79928	7	6	6	4
Vardas99829	Pavarde99829	2	3	5	6
Vardas96085	Pavarde96085	8	6	5	4
Vardas96086	Pavarde96086	9	9	1	4
Vardas22161	Pavarde22161	2	10	7	4
Vardas241	Pavarde241	3	3	4	6
Vardas1392	Pavarde1392	2	6	2	6
Vardas79911	Pavarde79911	1	10	8	4
Vardas96231	Pavarde96231	1	3	6	6
Vardas80653	Pavarde80653	8	6	5	4
Vardas53492	Pavarde53492	7	1	2	6
Vardas96092	Pavarde96092	5	4	1	6
Vardas79910	Pavarde79910	6	9	4	4
Vardas67122	Pavarde67122	8	6	5	4
Vardas12365	Pavarde12365	6	10	3	4
Vardas2257	Pavarde2257	6	9	4	4
Vardas80736	Pavarde80736	6	1	3	6
Vardas3025	Pavarde3025	10	3	6	4
Vardas53504	Pavarde53504	9	9	1	4
Vardas55865	Pavarde55865	5	1	4	6
Vardas30172	Pavarde30172	1	9	9	4
Vardas49783	Pavarde49783	3	3	4	6
Vardas40707	Pavarde40707	10	1	8	4
Vardas16572	Pavarde16572	3	6	1	6
Vardas32499	Pavarde32499	2	10	7	4
Vardas26183	Pavarde26183	7	8	4	4
Vardas32392	Pavarde32392	3	3	4	6
Vardas12505	Pavarde12505	10	10	8	2
Vardas58924	Pavarde58924	10	9	9	2
Vardas55953	Pavarde55953	7	2	1	6
Vardas50223	Pavarde50223	6	3	1	6
Vardas44453	Pavarde44453	8	6	5	4
Vardas26054	Pavarde26054	10	7	2	4
Vardas28791	Pavarde28791	8	5	6	4
Vardas43627	Pavarde43627	3	6	1	6
Vardas83472	Pavarde83472	10	10	8	2
Vardas99815	Pavarde99815	4	2	4	6
Vardas40481	Pavarde40481	10	6	3	4
Vardas61588	Pavarde61588	9	4	6	4
Vardas13184	Pavarde13184	7	5	7	4
Vardas27824	Pavarde27824	3	4	3	6
Vardas81155	Pavarde81155	5	1	4	6
Vardas63719	Pavarde63719	1	4	5	6
Vardas66033	Pavarde66033	10	9	9	2
Vardas21481	Pavarde21481	9	9	10	2
Vardas28728	Pavarde28728	10	3	6	4
Vardas61106	Pavarde61106	5	4	1	6
Vardas81034	Pavarde81034	5	7	7	4
Vardas39420	Pavarde39420	3	4	3	6
Vardas95883	Pavarde95883	2	2	6	6
Vardas56221	Pavarde56221	7	2	1	6
Vardas13716	Pavarde13716	1	5	4	6
Vardas24315	Pavarde24315	3	6	1	6
Vardas56201	Pavarde56201	6	1	3	6
Vardas79577	Pavarde79577	2	6	2	6
Vardas94051	Pavarde94051	6	8	5	4
Vardas73085	Pavarde73085	2	7	10	4
Vardas95819	Pavarde95819	1	1	8	6
Vardas50119	Pavarde50119	6	9	4	4
Vardas59382	Pavarde59382	3	4	3	6
Vardas33322	Pavarde33322	1	5	4	6
Vardas31370	Pavarde31370	2	2	6	6
Vardas932	Pavarde932	3	1	6	6
Vardas59381	Pavarde59381	3	5	2	6
Vardas43083	Pavarde43083	9	10	9	2
Vardas56128	Pavarde56128	5	2	3	6
Vardas13636	Pavarde13636	6	1	3	6
Vardas30180	Pavarde30180	5	4	10	4
Vardas61576	Pavarde61576	8	2	9	4
Vardas96507	Pavarde96507	1	5	4	6
Vardas60756	Pavarde60756	3	6	1	6
Vardas81386	Pavarde81386	1	1	8	6
Vardas96517	Pavarde96517	3	1	6	6
Vardas30145	Pavarde30145	6	9	4	4
Vardas79749	Pavarde79749	1	9	9	4
Vardas12478	Pavarde12478	9	8	2	4
Vardas56398	Pavarde56398	5	2	3	6
Vardas31188	Pavarde31188	5	4	10	4
Vardas12318	Pavarde12318	6	4	9	4
Vardas60919	Pavarde60919	3	2	5	6
Vardas81518	Pavarde81518	3	5	2	6
Vardas31166	Pavarde31166	10	4	5	4
Vardas81133	Pavarde81133	1	3	6	6
Vardas38103	Pavarde38103	3	4	3	6
Vardas13725	Pavarde13725	1	3	6	6
Vardas1571	Pavarde1571	2	4	4	6
Vardas29440	Pavarde29440	7	8	4	4
Vardas81076	Pavarde81076	3	5	2	6
Vardas31348	Pavarde31348	9	3	7	4
Vardas3320	Pavarde3320	3	3	4	6
Vardas57176	Pavarde57176	8	6	5	4
Vardas79031	Pavarde79031	1	5	4	6
Vardas54527	Pavarde54527	2	2	6	6
Vardas91999	Pavarde91999	3	3	4	6
Vardas2990	Pavarde2990	1	7	2	6
Vardas94632	Pavarde94632	5	9	5	4
Vardas28957	Pavarde28957	6	10	3	4
Vardas25830	Pavarde25830	6	10	3	4
Vardas92053	Pavarde92053	2	6	2	6
Vardas91797	Pavarde91797	6	2	2	6
Vardas20982	Pavarde20982	6	2	2	6
Vardas13312	Pavarde13312	8	10	10	2
Vardas42269	Pavarde42269	8	1	1	6
Vardas51045	Pavarde51045	5	1	4	6
Vardas91243	Pavarde91243	2	1	7	6
Vardas40204	Pavarde40204	4	6	9	4
Vardas54512	Pavarde54512	5	4	1	6
Vardas65669	Pavarde65669	8	3	8	4
Vardas37156	Pavarde37156	3	3	4	6
Vardas3233	Pavarde3233	2	1	7	6
Vardas37163	Pavarde37163	4	2	4	6
Vardas51311	Pavarde51311	8	8	3	4
Vardas50030	Pavarde50030	2	10	7	4
Vardas24620	Pavarde24620	5	2	3	6
Vardas50327	Pavarde50327	7	4	8	4
Vardas61905	Pavarde61905	8	10	10	2
Vardas57521	Pavarde57521	6	4	9	4
