Vardas	Pavarde	ND1	ND2	ND3	Egz.
Vardas62418	Pavarde62418	9	8	3	1
Vardas62414	Pavarde62414	7	8	3	1
Vardas62408	Pavarde62408	10	4	4	1
Vardas62395	Pavarde62395	2	6	10	1
Vardas14150	Pavarde14150	5	1	4	1
Vardas14151	Pavarde14151	2	7	8	1
Vardas62483	Pavarde62483	9	2	1	1
Vardas62377	Pavarde62377	4	3	7	1
Vardas62364	Pavarde62364	9	2	7	1
Vardas62359	Pavarde62359	4	8	1	1
Vardas62342	Pavarde62342	1	9	10	1
Vardas62329	Pavarde62329	10	10	6	1
Vardas62309	Pavarde62309	9	4	2	1
Vardas62307	Pavarde62307	8	1	3	1
Vardas62298	Pavarde62298	10	7	5	1
Vardas62286	Pavarde62286	5	10	8	1
Vardas62279	Pavarde62279	3	1	2	1
Vardas62262	Pavarde62262	2	6	6	1
Vardas14193	Pavarde14193	5	6	2	1
Vardas14194	Pavarde14194	5	6	1	1
Vardas62580	Pavarde62580	7	5	1	1
Vardas62688	Pavarde62688	8	8	3	1
Vardas62677	Pavarde62677	7	8	5	1
Vardas62658	Pavarde62658	8	5	10	1
Vardas62647	Pavarde62647	8	1	7	1
Vardas62646	Pavarde62646	8	4	3	1
Vardas62644	Pavarde62644	4	2	1	1
Vardas62643	Pavarde62643	2	5	2	1
Vardas14061	Pavarde14061	9	2	7	1
Vardas62627	Pavarde62627	10	1	1	1
Vardas62621	Pavarde62621	6	5	10	1
Vardas14072	Pavarde14072	1	2	10	1
Vardas62601	Pavarde62601	1	6	6	1
Vardas62592	Pavarde62592	4	3	10	1
Vardas13913	Pavarde13913	5	2	2	1
Vardas62559	Pavarde62559	1	3	1	1
Vardas62557	Pavarde62557	7	4	8	1
Vardas14087	Pavarde14087	10	10	9	1
Vardas62552	Pavarde62552	7	1	3	1
Vardas14090	Pavarde14090	7	4	2	1
Vardas62544	Pavarde62544	10	8	4	1
Vardas62530	Pavarde62530	1	8	2	1
Vardas62514	Pavarde62514	1	1	8	1
Vardas62507	Pavarde62507	10	7	3	1
Vardas62504	Pavarde62504	4	4	7	1
Vardas14107	Pavarde14107	10	7	1	1
Vardas62495	Pavarde62495	5	1	6	1
Vardas14109	Pavarde14109	6	2	4	1
Vardas13741	Pavarde13741	8	4	5	1
Vardas63595	Pavarde63595	1	10	1	1
Vardas63593	Pavarde63593	8	2	1	1
Vardas63588	Pavarde63588	8	2	6	1
Vardas63573	Pavarde63573	6	7	4	1
Vardas63548	Pavarde63548	5	10	10	1
Vardas63546	Pavarde63546	2	10	9	1
Vardas63541	Pavarde63541	9	6	6	1
Vardas63523	Pavarde63523	8	4	9	1
Vardas63522	Pavarde63522	3	9	8	1
Vardas63520	Pavarde63520	10	3	8	1
Vardas13730	Pavarde13730	8	4	3	1
Vardas63507	Pavarde63507	1	7	5	1
Vardas63506	Pavarde63506	4	9	1	1
Vardas63503	Pavarde63503	10	4	6	1
Vardas63604	Pavarde63604	10	6	5	1
Vardas63496	Pavarde63496	2	2	8	1
Vardas63491	Pavarde63491	5	4	6	1
Vardas13747	Pavarde13747	2	9	10	1
Vardas13750	Pavarde13750	4	4	4	1
Vardas13751	Pavarde13751	8	4	7	1
Vardas63475	Pavarde63475	5	1	10	1
Vardas63471	Pavarde63471	3	6	7	1
Vardas63470	Pavarde63470	3	7	4	1
Vardas63467	Pavarde63467	8	1	6	1
Vardas13763	Pavarde13763	1	2	2	1
Vardas63442	Pavarde63442	6	8	1	1
Vardas13765	Pavarde13765	7	6	5	1
Vardas63438	Pavarde63438	8	5	7	1
Vardas63713	Pavarde63713	7	4	8	1
Vardas63778	Pavarde63778	6	9	1	1
Vardas63776	Pavarde63776	10	10	7	1
Vardas13632	Pavarde13632	5	8	10	1
Vardas13634	Pavarde13634	1	9	5	1
Vardas63770	Pavarde63770	6	9	9	1
Vardas63768	Pavarde63768	9	3	4	1
Vardas63763	Pavarde63763	3	1	4	1
Vardas63759	Pavarde63759	9	3	6	1
Vardas63753	Pavarde63753	9	9	4	1
Vardas63746	Pavarde63746	2	9	10	1
Vardas63742	Pavarde63742	9	7	5	1
Vardas63731	Pavarde63731	5	9	1	1
Vardas63717	Pavarde63717	3	3	9	1
Vardas63714	Pavarde63714	2	7	8	1
Vardas63436	Pavarde63436	6	1	10	1
Vardas13664	Pavarde13664	10	8	1	1
Vardas63699	Pavarde63699	4	6	4	1
Vardas63676	Pavarde63676	3	9	4	1
Vardas13672	Pavarde13672	2	5	9	1
Vardas63660	Pavarde63660	10	8	6	1
Vardas13678	Pavarde13678	5	10	4	1
Vardas63633	Pavarde63633	9	2	3	1
Vardas13688	Pavarde13688	10	2	1	1
Vardas13689	Pavarde13689	5	6	9	1
Vardas63621	Pavarde63621	3	4	9	1
Vardas13692	Pavarde13692	8	5	8	1
Vardas63618	Pavarde63618	8	7	6	1
Vardas63613	Pavarde63613	5	9	8	1
Vardas13874	Pavarde13874	1	8	9	1
Vardas63241	Pavarde63241	7	5	10	1
Vardas63240	Pavarde63240	9	3	7	1
Vardas63233	Pavarde63233	10	3	8	1
Vardas63227	Pavarde63227	4	6	8	1
Vardas13838	Pavarde13838	3	9	7	1
Vardas63216	Pavarde63216	2	8	8	1
Vardas63198	Pavarde63198	9	8	2	1
Vardas13848	Pavarde13848	10	6	8	1
Vardas13849	Pavarde13849	1	3	3	1
Vardas13856	Pavarde13856	4	9	2	1
Vardas63172	Pavarde63172	3	2	3	1
Vardas63165	Pavarde63165	4	4	2	1
Vardas63137	Pavarde63137	7	6	5	1
Vardas13870	Pavarde13870	9	2	5	1
Vardas63254	Pavarde63254	8	1	10	1
Vardas63124	Pavarde63124	5	2	9	1
Vardas13877	Pavarde13877	7	7	9	1
Vardas13883	Pavarde13883	10	2	7	1
Vardas13888	Pavarde13888	1	7	6	1
Vardas63078	Pavarde63078	2	5	10	1
Vardas63068	Pavarde63068	9	9	1	1
Vardas63062	Pavarde63062	9	9	6	1
Vardas63060	Pavarde63060	8	10	6	1
Vardas63058	Pavarde63058	8	10	6	1
Vardas13901	Pavarde13901	6	8	10	1
Vardas13905	Pavarde13905	2	1	4	1
Vardas13908	Pavarde13908	9	9	10	1
Vardas63029	Pavarde63029	10	7	9	1
Vardas63356	Pavarde63356	2	9	3	1
Vardas63434	Pavarde63434	8	9	5	1
Vardas63431	Pavarde63431	7	10	8	1
Vardas63422	Pavarde63422	10	5	5	1
Vardas63401	Pavarde63401	2	4	3	1
Vardas13780	Pavarde13780	4	8	10	1
Vardas63397	Pavarde63397	10	8	8	1
Vardas63391	Pavarde63391	7	5	2	1
Vardas63385	Pavarde63385	7	3	10	1
Vardas13787	Pavarde13787	8	10	10	1
Vardas63384	Pavarde63384	6	9	2	1
Vardas63372	Pavarde63372	10	1	6	1
Vardas63369	Pavarde63369	10	1	3	1
Vardas63357	Pavarde63357	5	9	6	1
Vardas14198	Pavarde14198	3	7	2	1
Vardas63349	Pavarde63349	10	3	7	1
Vardas63346	Pavarde63346	10	6	7	1
Vardas63345	Pavarde63345	7	8	3	1
Vardas63341	Pavarde63341	3	4	4	1
Vardas63329	Pavarde63329	5	2	3	1
Vardas13809	Pavarde13809	9	2	7	1
Vardas63315	Pavarde63315	10	5	2	1
Vardas13817	Pavarde13817	3	7	7	1
Vardas13818	Pavarde13818	2	8	5	1
Vardas63311	Pavarde63311	8	5	4	1
Vardas63302	Pavarde63302	2	9	1	1
Vardas63286	Pavarde63286	9	5	7	1
Vardas13830	Pavarde13830	7	9	7	1
Vardas61002	Pavarde61002	4	10	3	1
Vardas14615	Pavarde14615	6	10	8	1
Vardas61129	Pavarde61129	1	5	7	1
Vardas61124	Pavarde61124	6	7	8	1
Vardas61119	Pavarde61119	6	3	8	1
Vardas14630	Pavarde14630	9	6	3	1
Vardas61060	Pavarde61060	1	1	5	1
Vardas61048	Pavarde61048	9	9	5	1
Vardas61046	Pavarde61046	3	9	9	1
Vardas61042	Pavarde61042	9	6	3	1
Vardas14643	Pavarde14643	9	10	7	1
Vardas61037	Pavarde61037	2	7	2	1
Vardas14649	Pavarde14649	6	5	3	1
Vardas14652	Pavarde14652	9	4	10	1
Vardas61027	Pavarde61027	1	10	9	1
Vardas14611	Pavarde14611	1	7	1	1
Vardas14667	Pavarde14667	9	3	5	1
Vardas14668	Pavarde14668	3	5	9	1
Vardas14669	Pavarde14669	10	4	5	1
Vardas14675	Pavarde14675	2	10	10	1
Vardas60955	Pavarde60955	8	7	4	1
Vardas60945	Pavarde60945	2	9	1	1
Vardas14684	Pavarde14684	4	2	9	1
Vardas60930	Pavarde60930	6	5	5	1
Vardas14690	Pavarde14690	9	9	5	1
Vardas60923	Pavarde60923	10	8	10	1
Vardas60917	Pavarde60917	7	7	3	1
Vardas60916	Pavarde60916	4	1	10	1
Vardas60912	Pavarde60912	10	1	1	1
Vardas61233	Pavarde61233	2	9	9	1
Vardas61351	Pavarde61351	10	4	8	1
Vardas61344	Pavarde61344	9	3	3	1
Vardas14539	Pavarde14539	4	4	10	1
Vardas61335	Pavarde61335	6	4	4	1
Vardas61318	Pavarde61318	10	2	6	1
Vardas14549	Pavarde14549	1	10	8	1
Vardas14550	Pavarde14550	7	7	2	1
Vardas61312	Pavarde61312	6	1	10	1
Vardas61308	Pavarde61308	1	10	9	1
Vardas14560	Pavarde14560	4	1	6	1
Vardas61268	Pavarde61268	5	8	2	1
Vardas61259	Pavarde61259	9	6	10	1
Vardas61257	Pavarde61257	9	3	7	1
Vardas61254	Pavarde61254	6	10	3	1
Vardas14703	Pavarde14703	5	2	3	1
Vardas61207	Pavarde61207	10	5	6	1
Vardas61194	Pavarde61194	1	8	9	1
Vardas61192	Pavarde61192	4	3	4	1
Vardas14589	Pavarde14589	1	10	2	1
Vardas61187	Pavarde61187	1	8	7	1
Vardas61182	Pavarde61182	4	9	5	1
Vardas61174	Pavarde61174	10	10	4	1
Vardas61162	Pavarde61162	9	5	9	1
Vardas61159	Pavarde61159	5	3	9	1
Vardas14603	Pavarde14603	6	2	5	1
Vardas61154	Pavarde61154	3	9	7	1
Vardas61151	Pavarde61151	2	4	5	1
Vardas61150	Pavarde61150	10	3	2	1
Vardas14815	Pavarde14815	7	8	2	1
Vardas14787	Pavarde14787	4	3	6	1
Vardas60706	Pavarde60706	9	6	4	1
Vardas14789	Pavarde14789	7	5	8	1
Vardas60694	Pavarde60694	3	10	1	1
Vardas60689	Pavarde60689	5	9	5	1
Vardas60676	Pavarde60676	10	2	6	1
Vardas60674	Pavarde60674	5	6	7	1
Vardas60671	Pavarde60671	10	7	6	1
Vardas14799	Pavarde14799	8	9	1	1
Vardas14803	Pavarde14803	1	4	3	1
Vardas60637	Pavarde60637	4	8	9	1
Vardas60612	Pavarde60612	5	8	1	1
Vardas14812	Pavarde14812	8	4	3	1
Vardas60606	Pavarde60606	6	4	10	1
Vardas60708	Pavarde60708	2	6	5	1
Vardas14819	Pavarde14819	4	5	10	1
Vardas14822	Pavarde14822	5	9	8	1
Vardas14824	Pavarde14824	3	6	1	1
Vardas60590	Pavarde60590	7	6	7	1
Vardas60577	Pavarde60577	6	2	4	1
Vardas60576	Pavarde60576	4	2	3	1
Vardas14831	Pavarde14831	1	8	9	1
Vardas14833	Pavarde14833	8	10	9	1
Vardas60572	Pavarde60572	3	9	5	1
Vardas60560	Pavarde60560	7	1	2	1
Vardas60557	Pavarde60557	7	3	9	1
Vardas60553	Pavarde60553	5	6	10	1
Vardas60552	Pavarde60552	5	10	10	1
Vardas14734	Pavarde14734	10	9	9	1
Vardas60904	Pavarde60904	7	7	9	1
Vardas60903	Pavarde60903	4	1	8	1
Vardas60892	Pavarde60892	4	5	4	1
Vardas60889	Pavarde60889	3	7	10	1
Vardas60884	Pavarde60884	5	9	6	1
Vardas14716	Pavarde14716	1	4	2	1
Vardas60879	Pavarde60879	5	8	10	1
Vardas14722	Pavarde14722	5	4	3	1
Vardas14723	Pavarde14723	6	1	5	1
Vardas60858	Pavarde60858	10	8	7	1
Vardas60851	Pavarde60851	4	9	1	1
Vardas60848	Pavarde60848	5	7	3	1
Vardas60847	Pavarde60847	6	7	2	1
Vardas14529	Pavarde14529	4	3	9	1
Vardas60795	Pavarde60795	8	4	4	1
Vardas14746	Pavarde14746	10	4	5	1
Vardas60790	Pavarde60790	7	7	7	1
Vardas60787	Pavarde60787	6	7	7	1
Vardas60780	Pavarde60780	8	2	10	1
Vardas60772	Pavarde60772	5	3	6	1
Vardas60751	Pavarde60751	3	1	5	1
Vardas60750	Pavarde60750	10	1	5	1
Vardas14762	Pavarde14762	5	5	4	1
Vardas14767	Pavarde14767	5	5	3	1
Vardas60723	Pavarde60723	6	4	10	1
Vardas60717	Pavarde60717	3	7	8	1
Vardas14784	Pavarde14784	6	8	6	1
Vardas14304	Pavarde14304	7	1	2	1
Vardas14270	Pavarde14270	7	8	1	1
Vardas62071	Pavarde62071	8	3	6	1
Vardas62068	Pavarde62068	6	9	6	1
Vardas62062	Pavarde62062	1	6	6	1
Vardas62038	Pavarde62038	7	2	2	1
Vardas62037	Pavarde62037	10	6	8	1
Vardas14287	Pavarde14287	4	6	6	1
Vardas62034	Pavarde62034	8	8	3	1
Vardas14293	Pavarde14293	10	3	8	1
Vardas62013	Pavarde62013	4	9	2	1
Vardas14297	Pavarde14297	1	10	10	1
Vardas62009	Pavarde62009	8	8	5	1
Vardas62002	Pavarde62002	1	2	10	1
Vardas61997	Pavarde61997	7	4	10	1
Vardas62097	Pavarde62097	5	6	9	1
Vardas61989	Pavarde61989	2	10	3	1
Vardas61982	Pavarde61982	1	6	1	1
Vardas61979	Pavarde61979	8	4	6	1
Vardas61974	Pavarde61974	2	8	4	1
Vardas61969	Pavarde61969	6	1	2	1
Vardas14313	Pavarde14313	6	7	7	1
Vardas61942	Pavarde61942	8	10	10	1
Vardas14322	Pavarde14322	8	10	6	1
Vardas61925	Pavarde61925	7	6	6	1
Vardas61922	Pavarde61922	3	4	2	1
Vardas61919	Pavarde61919	5	7	2	1
Vardas14334	Pavarde14334	4	5	1	1
Vardas14337	Pavarde14337	3	3	8	1
Vardas62178	Pavarde62178	8	8	3	1
Vardas62252	Pavarde62252	5	10	10	1
Vardas62240	Pavarde62240	4	7	8	1
Vardas14203	Pavarde14203	8	7	4	1
Vardas62229	Pavarde62229	9	10	2	1
Vardas14207	Pavarde14207	5	9	3	1
Vardas14212	Pavarde14212	3	4	5	1
Vardas14215	Pavarde14215	7	7	3	1
Vardas62210	Pavarde62210	5	10	9	1
Vardas62205	Pavarde62205	8	2	7	1
Vardas62204	Pavarde62204	5	8	9	1
Vardas14222	Pavarde14222	6	10	5	1
Vardas62184	Pavarde62184	8	3	3	1
Vardas62182	Pavarde62182	10	4	1	1
Vardas62180	Pavarde62180	6	3	5	1
Vardas14338	Pavarde14338	6	10	8	1
Vardas62176	Pavarde62176	8	3	10	1
Vardas62171	Pavarde62171	10	5	3	1
Vardas62151	Pavarde62151	3	4	5	1
Vardas62148	Pavarde62148	9	2	8	1
Vardas62138	Pavarde62138	7	10	5	1
Vardas14251	Pavarde14251	4	1	7	1
Vardas62125	Pavarde62125	3	9	7	1
Vardas62124	Pavarde62124	6	8	9	1
Vardas62122	Pavarde62122	8	1	4	1
Vardas62110	Pavarde62110	5	9	2	1
Vardas62108	Pavarde62108	8	6	10	1
Vardas62102	Pavarde62102	9	9	2	1
Vardas62101	Pavarde62101	7	2	1	1
Vardas61533	Pavarde61533	6	9	2	1
Vardas61630	Pavarde61630	10	3	7	1
Vardas61610	Pavarde61610	10	5	5	1
Vardas61609	Pavarde61609	8	6	5	1
Vardas14452	Pavarde14452	4	4	9	1
Vardas61602	Pavarde61602	7	6	9	1
Vardas14457	Pavarde14457	7	6	5	1
Vardas61595	Pavarde61595	1	9	2	1
Vardas61589	Pavarde61589	9	1	5	1
Vardas14461	Pavarde14461	8	1	3	1
Vardas61585	Pavarde61585	6	6	7	1
Vardas61583	Pavarde61583	3	5	2	1
Vardas14467	Pavarde14467	7	6	2	1
Vardas14472	Pavarde14472	1	4	8	1
Vardas61544	Pavarde61544	5	9	7	1
Vardas61639	Pavarde61639	4	9	8	1
Vardas61526	Pavarde61526	5	2	2	1
Vardas61523	Pavarde61523	9	8	5	1
Vardas14485	Pavarde14485	7	1	4	1
Vardas61503	Pavarde61503	8	9	2	1
Vardas61476	Pavarde61476	5	6	9	1
Vardas14502	Pavarde14502	2	7	6	1
Vardas61456	Pavarde61456	3	8	1	1
Vardas14508	Pavarde14508	3	5	7	1
Vardas61433	Pavarde61433	4	9	7	1
Vardas61428	Pavarde61428	10	1	4	1
Vardas14522	Pavarde14522	4	4	6	1
Vardas61379	Pavarde61379	7	7	5	1
Vardas61377	Pavarde61377	10	4	4	1
Vardas61763	Pavarde61763	8	10	2	1
Vardas61903	Pavarde61903	4	2	10	1
Vardas14341	Pavarde14341	8	5	1	1
Vardas61899	Pavarde61899	7	7	10	1
Vardas14344	Pavarde14344	2	8	2	1
Vardas14356	Pavarde14356	8	1	7	1
Vardas61827	Pavarde61827	8	8	2	1
Vardas61811	Pavarde61811	3	6	8	1
Vardas61808	Pavarde61808	7	6	6	1
Vardas61806	Pavarde61806	5	5	6	1
Vardas61793	Pavarde61793	8	6	10	1
Vardas61775	Pavarde61775	7	9	9	1
Vardas14390	Pavarde14390	7	3	10	1
Vardas14395	Pavarde14395	10	10	9	1
Vardas63783	Pavarde63783	9	2	6	1
Vardas61758	Pavarde61758	1	8	7	1
Vardas61753	Pavarde61753	4	3	6	1
Vardas14401	Pavarde14401	2	1	1	1
Vardas61751	Pavarde61751	8	6	7	1
Vardas14403	Pavarde14403	7	4	8	1
Vardas14404	Pavarde14404	5	3	7	1
Vardas61736	Pavarde61736	6	2	6	1
Vardas61717	Pavarde61717	3	4	4	1
Vardas61681	Pavarde61681	4	8	3	1
Vardas61674	Pavarde61674	10	9	4	1
Vardas61668	Pavarde61668	7	8	2	1
Vardas61655	Pavarde61655	6	6	8	1
Vardas61646	Pavarde61646	9	7	9	1
Vardas12789	Pavarde12789	10	8	1	1
Vardas66060	Pavarde66060	9	7	10	1
Vardas66043	Pavarde66043	6	5	7	1
Vardas66042	Pavarde66042	6	9	9	1
Vardas66027	Pavarde66027	10	6	3	1
Vardas12746	Pavarde12746	8	2	10	1
Vardas12747	Pavarde12747	4	6	9	1
Vardas66020	Pavarde66020	3	1	2	1
Vardas65993	Pavarde65993	9	2	5	1
Vardas65987	Pavarde65987	3	1	9	1
Vardas65964	Pavarde65964	5	8	1	1
Vardas65963	Pavarde65963	7	2	2	1
Vardas65958	Pavarde65958	4	6	3	1
Vardas12777	Pavarde12777	7	9	8	1
Vardas65929	Pavarde65929	3	7	2	1
Vardas66063	Pavarde66063	1	6	2	1
Vardas65920	Pavarde65920	1	7	6	1
Vardas65916	Pavarde65916	1	10	8	1
Vardas65911	Pavarde65911	8	3	9	1
Vardas65867	Pavarde65867	5	7	9	1
Vardas65855	Pavarde65855	10	1	9	1
Vardas12807	Pavarde12807	3	4	6	1
Vardas65831	Pavarde65831	1	5	4	1
Vardas65829	Pavarde65829	4	5	2	1
Vardas65825	Pavarde65825	10	2	7	1
Vardas65804	Pavarde65804	2	7	2	1
Vardas65802	Pavarde65802	7	10	6	1
Vardas65801	Pavarde65801	4	8	10	1
Vardas65781	Pavarde65781	6	2	9	1
Vardas66165	Pavarde66165	3	5	4	1
Vardas12634	Pavarde12634	7	4	5	1
Vardas12635	Pavarde12635	6	2	2	1
Vardas66322	Pavarde66322	6	4	6	1
Vardas66312	Pavarde66312	4	1	10	1
Vardas66291	Pavarde66291	8	10	1	1
Vardas12651	Pavarde12651	5	10	2	1
Vardas12664	Pavarde12664	4	4	7	1
Vardas66235	Pavarde66235	8	7	4	1
Vardas12675	Pavarde12675	4	3	2	1
Vardas66203	Pavarde66203	4	5	2	1
Vardas66188	Pavarde66188	9	9	1	1
Vardas66182	Pavarde66182	3	5	4	1
Vardas66180	Pavarde66180	4	2	10	1
Vardas66168	Pavarde66168	9	2	4	1
Vardas12832	Pavarde12832	10	2	2	1
Vardas66160	Pavarde66160	1	9	4	1
Vardas66147	Pavarde66147	9	5	7	1
Vardas66146	Pavarde66146	2	3	6	1
Vardas66136	Pavarde66136	3	9	4	1
Vardas66132	Pavarde66132	7	2	5	1
Vardas12705	Pavarde12705	2	10	2	1
Vardas66126	Pavarde66126	5	6	9	1
Vardas66115	Pavarde66115	10	7	9	1
Vardas12714	Pavarde12714	10	1	4	1
Vardas12715	Pavarde12715	3	7	9	1
Vardas66100	Pavarde66100	7	5	2	1
Vardas66094	Pavarde66094	3	5	4	1
Vardas66071	Pavarde66071	1	10	3	1
Vardas12962	Pavarde12962	10	2	4	1
Vardas65595	Pavarde65595	10	2	1	1
Vardas12911	Pavarde12911	9	9	3	1
Vardas65555	Pavarde65555	6	2	4	1
Vardas65543	Pavarde65543	5	10	4	1
Vardas65541	Pavarde65541	6	8	2	1
Vardas65526	Pavarde65526	10	9	5	1
Vardas65521	Pavarde65521	7	5	3	1
Vardas65513	Pavarde65513	3	8	6	1
Vardas65510	Pavarde65510	3	1	9	1
Vardas65504	Pavarde65504	2	5	1	1
Vardas65500	Pavarde65500	9	3	2	1
Vardas65474	Pavarde65474	3	8	9	1
Vardas12957	Pavarde12957	8	6	4	1
Vardas65469	Pavarde65469	7	6	6	1
Vardas65601	Pavarde65601	5	6	5	1
Vardas65459	Pavarde65459	5	6	9	1
Vardas65448	Pavarde65448	5	10	6	1
Vardas12967	Pavarde12967	2	4	4	1
Vardas12970	Pavarde12970	9	10	2	1
Vardas12977	Pavarde12977	9	5	7	1
Vardas65410	Pavarde65410	2	7	9	1
Vardas12988	Pavarde12988	5	4	4	1
Vardas65393	Pavarde65393	7	6	9	1
Vardas65386	Pavarde65386	1	10	2	1
Vardas13006	Pavarde13006	4	8	4	1
Vardas65339	Pavarde65339	3	7	7	1
Vardas13018	Pavarde13018	10	6	3	1
Vardas65312	Pavarde65312	4	10	1	1
Vardas12874	Pavarde12874	3	10	8	1
Vardas65768	Pavarde65768	7	1	4	1
Vardas65755	Pavarde65755	6	9	4	1
Vardas65741	Pavarde65741	5	1	4	1
Vardas65739	Pavarde65739	10	1	4	1
Vardas65731	Pavarde65731	3	1	5	1
Vardas65710	Pavarde65710	3	4	2	1
Vardas65703	Pavarde65703	2	2	6	1
Vardas65701	Pavarde65701	8	3	5	1
Vardas65694	Pavarde65694	5	5	1	1
Vardas65690	Pavarde65690	4	2	5	1
Vardas65677	Pavarde65677	1	1	7	1
Vardas65676	Pavarde65676	8	6	8	1
Vardas65668	Pavarde65668	9	10	1	1
Vardas12633	Pavarde12633	5	9	6	1
Vardas12878	Pavarde12878	10	4	3	1
Vardas65645	Pavarde65645	2	4	2	1
Vardas65639	Pavarde65639	1	4	4	1
Vardas65638	Pavarde65638	5	8	7	1
Vardas65634	Pavarde65634	3	7	9	1
Vardas65633	Pavarde65633	1	6	3	1
Vardas12889	Pavarde12889	4	3	3	1
Vardas12890	Pavarde12890	9	3	8	1
Vardas12891	Pavarde12891	1	4	10	1
Vardas12896	Pavarde12896	10	1	4	1
Vardas65615	Pavarde65615	9	2	3	1
Vardas65609	Pavarde65609	7	2	1	1
Vardas12903	Pavarde12903	5	3	6	1
Vardas12457	Pavarde12457	9	3	2	1
Vardas66919	Pavarde66919	4	4	3	1
Vardas12432	Pavarde12432	4	7	7	1
Vardas12433	Pavarde12433	6	2	7	1
Vardas66898	Pavarde66898	2	9	3	1
Vardas66897	Pavarde66897	1	7	10	1
Vardas66889	Pavarde66889	6	5	1	1
Vardas66877	Pavarde66877	1	2	5	1
Vardas66867	Pavarde66867	10	5	3	1
Vardas66864	Pavarde66864	10	8	6	1
Vardas66862	Pavarde66862	1	9	8	1
Vardas12452	Pavarde12452	5	3	10	1
Vardas66859	Pavarde66859	6	4	6	1
Vardas12455	Pavarde12455	6	10	2	1
Vardas12456	Pavarde12456	9	10	6	1
Vardas66927	Pavarde66927	5	3	9	1
Vardas66852	Pavarde66852	2	7	6	1
Vardas66845	Pavarde66845	3	2	9	1
Vardas66844	Pavarde66844	8	1	9	1
Vardas66837	Pavarde66837	3	1	8	1
Vardas66836	Pavarde66836	4	8	9	1
Vardas66813	Pavarde66813	9	1	8	1
Vardas66810	Pavarde66810	6	10	10	1
Vardas66804	Pavarde66804	2	3	10	1
Vardas66802	Pavarde66802	6	5	10	1
Vardas66782	Pavarde66782	10	4	6	1
Vardas12483	Pavarde12483	1	8	8	1
Vardas12486	Pavarde12486	5	7	9	1
Vardas66745	Pavarde66745	9	8	2	1
Vardas67051	Pavarde67051	7	1	7	1
Vardas12331	Pavarde12331	7	3	6	1
