Vardas	Pavarde	ND1	ND2	ND3	Egz.
Vardas4509	Pavarde4509	9	10	1	1
Vardas4512	Pavarde4512	6	2	8	1
Vardas6440	Pavarde6440	10	2	3	1
Vardas9276	Pavarde9276	5	3	3	1
Vardas9332	Pavarde9332	10	3	5	1
Vardas6421	Pavarde6421	3	5	5	1
Vardas935	Pavarde935	1	7	8	1
Vardas9283	Pavarde9283	9	4	1	1
Vardas9284	Pavarde9284	5	1	6	1
Vardas4547	Pavarde4547	2	8	1	1
Vardas4550	Pavarde4550	4	3	2	1
Vardas4557	Pavarde4557	10	1	4	1
Vardas920	Pavarde920	1	10	8	1
Vardas4558	Pavarde4558	8	8	4	1
Vardas918	Pavarde918	4	1	10	1
Vardas4731	Pavarde4731	2	10	3	1
Vardas4701	Pavarde4701	2	9	2	1
Vardas6266	Pavarde6266	10	5	7	1
Vardas4711	Pavarde4711	9	7	7	1
Vardas786	Pavarde786	4	4	7	1
Vardas9388	Pavarde9388	1	1	1	1
Vardas9392	Pavarde9392	8	8	7	1
Vardas4721	Pavarde4721	6	6	9	1
Vardas775	Pavarde775	6	2	10	1
Vardas772	Pavarde772	7	4	9	1
Vardas4727	Pavarde4727	8	4	7	1
Vardas4730	Pavarde4730	6	2	9	1
Vardas9374	Pavarde9374	2	10	8	1
Vardas4734	Pavarde4734	1	6	3	1
Vardas9405	Pavarde9405	6	6	5	1
Vardas759	Pavarde759	2	3	10	1
Vardas9408	Pavarde9408	4	10	8	1
Vardas6239	Pavarde6239	7	6	2	1
Vardas749	Pavarde749	2	8	7	1
Vardas747	Pavarde747	5	7	5	1
Vardas6233	Pavarde6233	10	5	5	1
Vardas743	Pavarde743	3	3	10	1
Vardas736	Pavarde736	2	5	9	1
Vardas824	Pavarde824	6	7	2	1
Vardas4627	Pavarde4627	4	4	9	1
Vardas4630	Pavarde4630	3	6	8	1
Vardas4635	Pavarde4635	9	1	7	1
Vardas847	Pavarde847	4	6	2	1
Vardas6326	Pavarde6326	10	10	9	1
Vardas9345	Pavarde9345	2	5	1	1
Vardas4644	Pavarde4644	5	8	9	1
Vardas6308	Pavarde6308	10	10	4	1
Vardas9347	Pavarde9347	7	5	8	1
Vardas6305	Pavarde6305	2	3	7	1
Vardas4658	Pavarde4658	2	3	10	1
Vardas4467	Pavarde4467	9	4	2	1
Vardas6297	Pavarde6297	6	9	7	1
Vardas4669	Pavarde4669	4	1	4	1
Vardas815	Pavarde815	2	6	5	1
Vardas814	Pavarde814	3	6	3	1
Vardas6283	Pavarde6283	9	7	9	1
Vardas6281	Pavarde6281	3	6	3	1
Vardas4690	Pavarde4690	10	3	5	1
Vardas802	Pavarde802	4	10	1	1
Vardas9372	Pavarde9372	4	9	6	1
Vardas9373	Pavarde9373	7	5	10	1
Vardas9153	Pavarde9153	8	2	7	1
Vardas4273	Pavarde4273	1	2	2	1
Vardas1136	Pavarde1136	9	8	3	1
Vardas6627	Pavarde6627	4	5	8	1
Vardas9133	Pavarde9133	7	4	5	1
Vardas6623	Pavarde6623	6	9	1	1
Vardas4284	Pavarde4284	3	2	4	1
Vardas6610	Pavarde6610	5	2	5	1
Vardas4291	Pavarde4291	2	7	8	1
Vardas1125	Pavarde1125	4	8	10	1
Vardas4293	Pavarde4293	7	1	4	1
Vardas1118	Pavarde1118	5	8	4	1
Vardas4272	Pavarde4272	7	6	9	1
Vardas4304	Pavarde4304	1	3	2	1
Vardas4309	Pavarde4309	6	5	4	1
Vardas1110	Pavarde1110	4	4	1	1
Vardas4311	Pavarde4311	3	2	10	1
Vardas1107	Pavarde1107	7	10	5	1
Vardas1106	Pavarde1106	1	1	2	1
Vardas6597	Pavarde6597	2	7	1	1
Vardas9158	Pavarde9158	10	1	2	1
Vardas6593	Pavarde6593	9	8	7	1
Vardas4326	Pavarde4326	3	4	9	1
Vardas1176	Pavarde1176	10	2	6	1
Vardas9085	Pavarde9085	1	1	4	1
Vardas6708	Pavarde6708	1	8	7	1
Vardas4182	Pavarde4182	1	8	8	1
Vardas4184	Pavarde4184	3	8	8	1
Vardas6704	Pavarde6704	10	1	10	1
Vardas4188	Pavarde4188	4	9	1	1
Vardas6702	Pavarde6702	4	9	1	1
Vardas4198	Pavarde4198	9	8	8	1
Vardas6691	Pavarde6691	4	1	9	1
Vardas9098	Pavarde9098	4	9	3	1
Vardas1178	Pavarde1178	8	4	1	1
Vardas9162	Pavarde9162	2	8	6	1
Vardas9103	Pavarde9103	7	7	10	1
Vardas4217	Pavarde4217	4	6	10	1
Vardas6673	Pavarde6673	9	9	8	1
Vardas4229	Pavarde4229	10	6	4	1
Vardas4232	Pavarde4232	5	3	5	1
Vardas4242	Pavarde4242	7	7	10	1
Vardas4245	Pavarde4245	2	7	4	1
Vardas9114	Pavarde9114	7	5	1	1
Vardas4264	Pavarde4264	5	5	9	1
Vardas9123	Pavarde9123	3	7	10	1
Vardas4434	Pavarde4434	8	8	2	1
Vardas6520	Pavarde6520	2	5	9	1
Vardas4404	Pavarde4404	9	2	8	1
Vardas1031	Pavarde1031	6	7	7	1
Vardas6519	Pavarde6519	3	4	9	1
Vardas9215	Pavarde9215	9	4	10	1
Vardas6514	Pavarde6514	8	9	4	1
Vardas9217	Pavarde9217	9	2	8	1
Vardas1018	Pavarde1018	7	3	1	1
Vardas4421	Pavarde4421	2	1	2	1
Vardas1012	Pavarde1012	6	3	7	1
Vardas6502	Pavarde6502	4	6	10	1
Vardas9203	Pavarde9203	5	4	3	1
Vardas6500	Pavarde6500	4	9	3	1
Vardas9239	Pavarde9239	9	4	3	1
Vardas4447	Pavarde4447	3	2	9	1
Vardas9245	Pavarde9245	2	2	4	1
Vardas6478	Pavarde6478	8	2	10	1
Vardas989	Pavarde989	1	7	10	1
Vardas988	Pavarde988	8	2	1	1
Vardas6473	Pavarde6473	9	6	5	1
Vardas4464	Pavarde4464	10	1	3	1
Vardas4466	Pavarde4466	8	6	7	1
Vardas6557	Pavarde6557	5	3	8	1
Vardas9163	Pavarde9163	5	3	2	1
Vardas9168	Pavarde9168	1	3	5	1
Vardas6575	Pavarde6575	1	2	4	1
Vardas4341	Pavarde4341	9	4	5	1
Vardas4345	Pavarde4345	10	8	7	1
Vardas6567	Pavarde6567	4	10	7	1
Vardas4351	Pavarde4351	4	7	7	1
Vardas1075	Pavarde1075	3	9	6	1
Vardas6559	Pavarde6559	10	7	1	1
Vardas9181	Pavarde9181	5	10	4	1
Vardas8671	Pavarde8671	5	2	4	1
Vardas6554	Pavarde6554	1	5	8	1
Vardas1060	Pavarde1060	7	2	5	1
Vardas1057	Pavarde1057	6	3	8	1
Vardas9191	Pavarde9191	2	2	2	1
Vardas4384	Pavarde4384	2	8	7	1
Vardas4385	Pavarde4385	3	1	9	1
Vardas4387	Pavarde4387	9	10	4	1
Vardas6527	Pavarde6527	4	2	1	1
Vardas6522	Pavarde6522	6	10	4	1
Vardas4397	Pavarde4397	4	5	3	1
Vardas8223	Pavarde8223	8	7	8	1
Vardas7698	Pavarde7698	4	2	5	1
Vardas8196	Pavarde8196	3	3	3	1
Vardas7687	Pavarde7687	4	10	9	1
Vardas2942	Pavarde2942	10	5	5	1
Vardas2946	Pavarde2946	8	7	10	1
Vardas7678	Pavarde7678	6	8	3	1
Vardas2955	Pavarde2955	8	10	4	1
Vardas7673	Pavarde7673	7	1	9	1
Vardas7672	Pavarde7672	9	1	1	1
Vardas8222	Pavarde8222	10	9	3	1
Vardas2286	Pavarde2286	5	5	2	1
Vardas8190	Pavarde8190	6	6	5	1
Vardas7653	Pavarde7653	1	2	3	1
Vardas7651	Pavarde7651	2	1	9	1
Vardas2281	Pavarde2281	10	1	7	1
Vardas8226	Pavarde8226	3	4	8	1
Vardas2997	Pavarde2997	6	4	2	1
Vardas7639	Pavarde7639	2	7	9	1
Vardas8229	Pavarde8229	2	1	3	1
Vardas8230	Pavarde8230	9	5	10	1
Vardas3004	Pavarde3004	4	7	2	1
Vardas7628	Pavarde7628	4	9	8	1
Vardas8159	Pavarde8159	8	4	4	1
Vardas2410	Pavarde2410	8	6	5	1
Vardas2409	Pavarde2409	10	2	4	1
Vardas2827	Pavarde2827	8	2	4	1
Vardas8135	Pavarde8135	4	1	7	1
Vardas7755	Pavarde7755	8	5	6	1
Vardas7748	Pavarde7748	3	10	5	1
Vardas2848	Pavarde2848	7	2	1	1
Vardas2851	Pavarde2851	5	1	6	1
Vardas2852	Pavarde2852	6	8	5	1
Vardas2861	Pavarde2861	8	7	8	1
Vardas2863	Pavarde2863	9	9	3	1
Vardas2258	Pavarde2258	4	5	9	1
Vardas8163	Pavarde8163	2	7	9	1
Vardas7734	Pavarde7734	7	2	1	1
Vardas2876	Pavarde2876	7	4	8	1
Vardas7733	Pavarde7733	4	10	3	1
Vardas2358	Pavarde2358	10	10	2	1
Vardas2885	Pavarde2885	10	3	7	1
Vardas8172	Pavarde8172	10	6	5	1
Vardas8185	Pavarde8185	7	6	8	1
Vardas2336	Pavarde2336	6	7	4	1
Vardas8187	Pavarde8187	7	7	6	1
Vardas8317	Pavarde8317	10	1	5	1
Vardas8307	Pavarde8307	6	1	10	1
Vardas3080	Pavarde3080	8	5	5	1
Vardas2186	Pavarde2186	7	8	2	1
Vardas2183	Pavarde2183	1	5	4	1
Vardas8309	Pavarde8309	5	9	4	1
Vardas2180	Pavarde2180	6	2	10	1
Vardas3088	Pavarde3088	6	6	6	1
Vardas3089	Pavarde3089	3	3	2	1
Vardas2177	Pavarde2177	1	9	6	1
Vardas3090	Pavarde3090	7	1	1	1
Vardas3094	Pavarde3094	6	1	8	1
Vardas2190	Pavarde2190	6	2	3	1
Vardas8318	Pavarde8318	2	4	1	1
Vardas3096	Pavarde3096	2	4	3	1
Vardas3097	Pavarde3097	7	1	5	1
Vardas2163	Pavarde2163	7	2	8	1
Vardas7561	Pavarde7561	4	7	5	1
Vardas2161	Pavarde2161	5	6	7	1
Vardas7559	Pavarde7559	8	4	5	1
Vardas2156	Pavarde2156	6	7	9	1
Vardas8332	Pavarde8332	7	8	1	1
Vardas2153	Pavarde2153	1	3	2	1
Vardas8287	Pavarde8287	6	5	5	1
Vardas7625	Pavarde7625	5	5	8	1
Vardas8256	Pavarde8256	7	2	5	1
Vardas7610	Pavarde7610	5	10	8	1
Vardas2250	Pavarde2250	5	5	4	1
Vardas3031	Pavarde3031	1	7	6	1
Vardas8266	Pavarde8266	5	9	7	1
Vardas3032	Pavarde3032	7	9	5	1
Vardas3043	Pavarde3043	7	4	1	1
Vardas3045	Pavarde3045	5	4	6	1
Vardas8284	Pavarde8284	2	7	9	1
Vardas2227	Pavarde2227	9	7	10	1
Vardas2821	Pavarde2821	8	6	8	1
Vardas3054	Pavarde3054	1	4	6	1
Vardas8292	Pavarde8292	7	2	1	1
Vardas3058	Pavarde3058	5	3	3	1
Vardas7585	Pavarde7585	3	1	2	1
Vardas7582	Pavarde7582	7	7	10	1
Vardas8296	Pavarde8296	2	7	10	1
Vardas8302	Pavarde8302	2	9	7	1
Vardas8303	Pavarde8303	7	7	3	1
Vardas8304	Pavarde8304	9	9	7	1
Vardas2193	Pavarde2193	1	8	8	1
Vardas7878	Pavarde7878	3	5	10	1
Vardas7891	Pavarde7891	1	4	9	1
Vardas8006	Pavarde8006	7	6	6	1
Vardas2689	Pavarde2689	9	6	4	1
Vardas2693	Pavarde2693	8	2	7	1
Vardas7889	Pavarde7889	3	5	9	1
Vardas2695	Pavarde2695	6	10	10	1
Vardas8016	Pavarde8016	3	2	8	1
Vardas2546	Pavarde2546	9	5	5	1
Vardas2697	Pavarde2697	4	3	4	1
Vardas2544	Pavarde2544	10	9	3	1
Vardas7885	Pavarde7885	10	5	3	1
Vardas2684	Pavarde2684	8	10	5	1
Vardas2534	Pavarde2534	3	3	5	1
Vardas2533	Pavarde2533	8	3	6	1
Vardas8027	Pavarde8027	10	2	10	1
Vardas7874	Pavarde7874	8	4	3	1
Vardas8032	Pavarde8032	6	3	1	1
Vardas2715	Pavarde2715	1	8	8	1
Vardas7870	Pavarde7870	7	6	6	1
Vardas2719	Pavarde2719	9	7	4	1
Vardas2520	Pavarde2520	2	2	5	1
Vardas7858	Pavarde7858	2	7	8	1
Vardas2586	Pavarde2586	6	3	9	1
Vardas7934	Pavarde7934	9	7	8	1
Vardas2635	Pavarde2635	5	2	9	1
Vardas7956	Pavarde7956	4	1	10	1
Vardas2638	Pavarde2638	1	4	3	1
Vardas7958	Pavarde7958	4	9	5	1
Vardas2641	Pavarde2641	2	4	9	1
Vardas7927	Pavarde7927	3	7	5	1
Vardas2598	Pavarde2598	7	9	6	1
Vardas2645	Pavarde2645	5	7	9	1
Vardas7926	Pavarde7926	10	10	2	1
Vardas2658	Pavarde2658	5	7	3	1
Vardas8041	Pavarde8041	8	3	3	1
Vardas7916	Pavarde7916	2	1	8	1
Vardas7982	Pavarde7982	4	3	2	1
Vardas2577	Pavarde2577	5	6	5	1
Vardas2665	Pavarde2665	6	1	5	1
Vardas7984	Pavarde7984	5	5	8	1
Vardas7911	Pavarde7911	10	9	1	1
Vardas2568	Pavarde2568	7	1	8	1
Vardas7994	Pavarde7994	2	3	5	1
Vardas7908	Pavarde7908	1	8	7	1
Vardas7901	Pavarde7901	2	1	7	1
Vardas2438	Pavarde2438	9	2	3	1
Vardas2463	Pavarde2463	10	4	7	1
Vardas2774	Pavarde2774	1	5	2	1
Vardas7816	Pavarde7816	10	1	9	1
Vardas8086	Pavarde8086	4	6	6	1
Vardas8087	Pavarde8087	10	6	2	1
Vardas2786	Pavarde2786	5	7	1	1
Vardas7805	Pavarde7805	3	9	5	1
Vardas7803	Pavarde7803	7	6	2	1
Vardas8095	Pavarde8095	6	8	10	1
Vardas2444	Pavarde2444	3	5	8	1
Vardas8096	Pavarde8096	1	1	5	1
Vardas8079	Pavarde8079	7	2	2	1
Vardas2434	Pavarde2434	5	3	6	1
Vardas7789	Pavarde7789	1	2	4	1
Vardas2806	Pavarde2806	5	10	5	1
Vardas7784	Pavarde7784	3	1	4	1
Vardas8110	Pavarde8110	6	8	5	1
Vardas7780	Pavarde7780	1	8	4	1
Vardas8111	Pavarde8111	4	8	10	1
Vardas2814	Pavarde2814	9	6	7	1
Vardas2419	Pavarde2419	8	3	4	1
Vardas8115	Pavarde8115	3	1	10	1
Vardas2751	Pavarde2751	1	8	1	1
Vardas7846	Pavarde7846	1	8	6	1
Vardas8057	Pavarde8057	3	4	5	1
Vardas8058	Pavarde8058	4	6	5	1
Vardas8059	Pavarde8059	1	5	1	1
Vardas2496	Pavarde2496	4	5	5	1
Vardas2746	Pavarde2746	7	10	4	1
Vardas8065	Pavarde8065	9	5	4	1
Vardas8067	Pavarde8067	1	8	2	1
Vardas2749	Pavarde2749	4	5	5	1
Vardas2485	Pavarde2485	7	9	8	1
Vardas8334	Pavarde8334	10	8	3	1
Vardas2752	Pavarde2752	9	10	5	1
Vardas8069	Pavarde8069	9	2	5	1
Vardas8070	Pavarde8070	2	1	3	1
Vardas8073	Pavarde8073	7	3	4	1
Vardas2765	Pavarde2765	4	8	3	1
Vardas7827	Pavarde7827	5	7	10	1
Vardas2469	Pavarde2469	3	10	8	1
Vardas2468	Pavarde2468	4	8	9	1
Vardas8077	Pavarde8077	10	9	5	1
Vardas2466	Pavarde2466	3	9	3	1
Vardas3438	Pavarde3438	10	2	8	1
Vardas7294	Pavarde7294	5	4	3	1
Vardas3403	Pavarde3403	7	5	10	1
Vardas8553	Pavarde8553	4	4	5	1
Vardas7287	Pavarde7287	2	1	8	1
Vardas3410	Pavarde3410	10	5	9	1
Vardas1859	Pavarde1859	10	9	10	1
Vardas7271	Pavarde7271	10	8	4	1
Vardas3419	Pavarde3419	1	6	9	1
Vardas7266	Pavarde7266	7	8	10	1
Vardas3431	Pavarde3431	8	5	5	1
Vardas7261	Pavarde7261	1	6	4	1
Vardas3397	Pavarde3397	7	8	4	1
Vardas3443	Pavarde3443	5	2	9	1
Vardas7254	Pavarde7254	10	5	3	1
Vardas8582	Pavarde8582	7	2	10	1
Vardas3449	Pavarde3449	3	10	9	1
Vardas3451	Pavarde3451	8	2	8	1
Vardas3454	Pavarde3454	7	3	6	1
Vardas3461	Pavarde3461	6	4	4	1
Vardas1820	Pavarde1820	5	6	2	1
Vardas1819	Pavarde1819	4	2	2	1
Vardas7245	Pavarde7245	10	7	1	1
Vardas1898	Pavarde1898	8	8	7	1
Vardas3353	Pavarde3353	9	9	1	1
Vardas1922	Pavarde1922	8	9	9	1
Vardas3354	Pavarde3354	7	5	8	1
Vardas1918	Pavarde1918	7	1	1	1
Vardas3358	Pavarde3358	7	10	5	1
Vardas3359	Pavarde3359	8	6	7	1
Vardas1913	Pavarde1913	6	7	10	1
Vardas7326	Pavarde7326	3	7	7	1
Vardas1904	Pavarde1904	4	8	1	1
Vardas7316	Pavarde7316	6	9	9	1
Vardas1899	Pavarde1899	1	6	1	1
Vardas7243	Pavarde7243	1	9	10	1
Vardas7310	Pavarde7310	3	1	3	1
Vardas1894	Pavarde1894	7	6	5	1
Vardas7308	Pavarde7308	2	7	4	1
Vardas1892	Pavarde1892	9	6	3	1
Vardas3381	Pavarde3381	1	7	1	1
Vardas3388	Pavarde3388	1	8	1	1
Vardas8544	Pavarde8544	8	6	4	1
Vardas1879	Pavarde1879	2	5	9	1
Vardas1878	Pavarde1878	2	6	2	1
Vardas7301	Pavarde7301	9	9	7	1
Vardas7130	Pavarde7130	1	4	2	1
Vardas7145	Pavarde7145	9	2	1	1
Vardas8641	Pavarde8641	1	3	6	1
Vardas3592	Pavarde3592	7	3	8	1
Vardas1735	Pavarde1735	5	3	9	1
Vardas1734	Pavarde1734	9	3	5	1
Vardas3594	Pavarde3594	2	4	8	1
Vardas7136	Pavarde7136	10	2	4	1
Vardas1730	Pavarde1730	3	2	3	1
Vardas3601	Pavarde3601	7	6	7	1
Vardas1725	Pavarde1725	3	4	2	1
Vardas1724	Pavarde1724	5	6	5	1
